date,kcal,protein_g,carb_g,sugar_g,fiber_g,fat_g,satfat_g,magnesium_mg,potassium_mg,sodium_mg,vit_index,min_index,plants_day,plants_7d,tss,carb_target_g,carb_gap_g,microbiome,kcal_observed,kcal_assumed,n_items,pct_plant,pct_dairy,pct_animal,pct_other,pct_upf,pct_kcal_protein,pct_kcal_carb,pct_kcal_fat,mono_g,poly_g,trans_g,fat_split_mis,cnt_avocado,cnt_lenticchie,cnt_uova,cnt_banane,cnt_ceci,cnt_avena,cnt_patate_dolci,cnt_caffe
2024-12-05,2089,113.4,305.9,71.8,67.5,52.4,21.2,589,4385,2488,68.7,98.0,12,30,66,355,-49,92.8,637,1452,18,77.9,16.9,5.1,0.0,16.8,21.1,56.9,22.0,17.07,8.34,0.86,0,0.0,1.0,0.0,1.0,0.0,1.0,1.33,0.0
2024-12-06,2481,135.2,300.2,66.1,45.8,86.7,29.4,594,3983,3383,85.3,100.0,9,28,62,346,-46,91.4,943,1538,15,81.3,6.3,12.4,0.0,12.8,21.4,47.6,30.9,32.12,17.21,0.33,0,0.67,0.0,3.0,1.0,0.0,1.0,0.0,0.0
2024-12-07,3249,120.0,562.0,177.7,103.1,68.3,28.9,849,6357,3009,66.5,98.8,15,34,139,511,51,91.5,2035,1214,20,94.6,5.4,0.0,0.0,28.2,14.4,67.2,18.4,20.2,10.7,1.04,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
2024-12-08,2261,107.7,280.5,22.2,29.1,78.9,28.0,378,2669,1790,59.5,85.9,7,33,115,460,-179,100.0,1722,539,11,67.2,4.5,28.3,0.0,0.0,19.0,49.6,31.4,31.69,10.71,2.08,0,0.53,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2024-12-09,1385,83.4,156.6,30.2,28.6,50.1,14.7,287,2192,1599,70.4,80.4,7,33,106,441,-284,98.5,417,968,10,66.1,17.0,16.9,0.0,4.9,23.6,44.4,32.0,21.21,7.52,0.42,0,0.67,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2024-12-10,2265,108.1,269.8,41.4,38.4,87.5,19.0,382,3096,3049,70.0,92.3,7,31,71,366,-96,99.1,1231,1033,12,74.1,5.2,20.7,0.0,3.0,18.8,46.9,34.2,38.66,17.3,0.17,0,1.2,0.0,6.0,1.0,0.0,0.0,0.0,0.0
2024-12-11,1302,81.7,201.9,54.4,60.6,22.4,5.3,386,3098,1209,71.9,92.5,10,32,98,423,-222,95.7,1080,221,13,84.2,7.1,0.0,8.8,14.4,24.5,60.4,15.1,9.87,4.64,0.16,0,0.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-12,1636,74.6,233.9,72.5,62.2,57.1,8.9,627,3687,784,43.2,99.5,12,35,75,374,-140,100.0,1636,0,12,100.0,0.0,0.0,0.0,0.0,17.1,53.5,29.4,8.4,4.29,0.02,0,0.0,0.0,0.0,1.0,0.0,1.2,0.0,0.0
2024-12-13,1365,106.7,149.1,46.3,30.1,41.5,15.0,439,3149,1385,60.8,89.2,10,37,0,214,-65,94.6,628,737,14,74.0,11.5,14.5,0.0,17.9,30.5,42.7,26.8,13.79,9.52,0.14,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-14,2726,105.2,343.7,99.9,41.5,98.2,28.2,427,3336,1814,87.3,93.8,6,33,51,323,21,94.7,2726,0,13,73.1,2.7,24.3,0.0,17.7,15.7,51.3,33.0,23.47,8.21,0.52,0,0.53,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2024-12-15,4066,170.5,618.4,154.6,120.3,120.4,39.4,1082,7767,3292,92.1,100.0,14,33,267,785,-166,93.3,3429,638,16,91.6,0.4,7.9,0.0,22.5,16.1,58.3,25.6,6.83,3.96,0.11,0,0.0,1.0,0.0,1.0,0.0,1.4,1.33,0.0
2024-12-16,2444,140.6,220.4,68.0,19.6,111.1,42.2,295,3736,2774,75.5,93.1,6,33,23,263,-43,89.7,1436,1008,13,56.0,4.8,36.1,3.1,34.5,23.0,36.1,40.9,44.63,13.2,1.02,0,0.53,0.0,4.0,1.0,0.0,0.0,0.0,0.0
2024-12-17,2080,117.4,291.6,68.0,74.6,52.6,13.0,519,4938,1844,87.4,97.5,13,36,60,342,-51,97.0,438,1642,17,74.8,6.5,18.8,0.0,10.1,22.3,55.3,22.4,23.3,8.82,0.1,0,0.67,1.0,5.0,0.0,0.0,0.0,1.33,1.0
2024-12-18,2468,135.1,323.0,63.7,77.9,74.8,17.3,565,4687,2206,88.8,99.3,12,34,98,423,-101,98.3,621,1847,18,75.6,5.5,19.0,0.0,5.7,21.6,51.6,26.9,34.92,12.61,0.12,0,1.2,1.0,6.0,0.0,0.0,0.0,1.33,0.0
2024-12-19,1804,113.7,220.1,43.6,33.9,55.9,23.4,506,3463,1018,61.6,92.8,9,31,86,398,-178,89.2,1068,737,13,70.5,8.7,20.8,0.0,36.0,24.7,47.9,27.4,19.24,7.81,1.34,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-20,2508,142.2,346.1,77.4,60.7,66.2,27.5,655,5010,3834,65.8,100.0,12,30,171,580,-233,94.6,1491,1016,19,85.4,9.3,5.3,0.0,18.0,22.3,54.3,23.4,19.73,13.74,0.57,0,0.0,0.7,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-21,1996,91.7,233.6,61.9,33.3,80.9,39.4,483,3570,864,62.9,94.4,9,30,5,225,9,91.9,1447,550,14,65.6,18.2,16.3,0.0,27.0,18.1,46.1,35.9,26.68,6.86,2.44,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-22,1760,45.6,244.7,110.5,22.4,70.2,35.1,310,2199,971,57.3,74.0,8,30,46,312,-68,85.0,1045,715,6,95.7,0.0,0.0,4.3,93.2,10.2,54.6,35.2,17.56,5.91,1.07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-12-23,1472,96.9,178.5,43.0,21.5,41.0,17.6,372,2560,352,45.9,87.5,7,31,56,334,-155,98.6,669,803,11,54.5,15.0,25.5,5.1,4.6,26.4,48.5,25.1,14.91,3.53,1.61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-24,2319,107.3,306.3,95.2,44.8,82.9,31.5,550,3830,2805,57.6,98.7,8,30,151,537,-231,90.0,1770,550,15,90.3,1.7,3.1,4.9,33.5,17.9,51.0,31.1,30.33,15.38,0.5,0,0.67,0.0,0.0,2.0,0.0,1.0,0.0,0.0
2024-12-25,2255,110.0,265.7,99.6,35.3,90.3,44.6,499,3375,1158,56.5,93.2,6,25,72,368,-102,78.3,990,1265,13,76.6,1.7,13.3,8.4,57.6,19.0,45.9,35.1,30.0,8.84,2.1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2024-12-26,2841,128.9,423.1,115.8,91.7,78.2,27.1,799,5261,2015,76.3,96.5,13,27,265,781,-358,87.9,471,2370,20,89.8,2.0,8.2,0.0,27.0,17.7,58.1,24.2,30.66,12.55,0.55,0,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2024-12-27,2155,121.1,307.4,67.0,78.6,56.1,16.1,689,4903,1205,75.9,97.0,13,25,98,423,-116,89.9,0,2155,18,81.1,8.0,10.9,0.0,11.3,21.8,55.4,22.7,24.15,9.23,0.2,0,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2024-12-28,1709,47.1,269.0,70.4,14.3,48.2,22.2,167,1275,1264,34.1,51.6,3,25,67,357,-88,76.2,1709,0,6,100.0,0.0,0.0,0.0,74.1,11.1,63.4,25.5,13.87,8.89,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-29,1982,103.3,287.8,70.7,42.7,51.9,21.3,600,4055,1279,67.5,97.0,11,23,86,398,-110,78.5,629,1353,17,83.0,13.0,3.9,0.0,33.5,20.3,56.7,23.0,15.52,10.45,0.55,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2024-12-30,1913,121.4,312.5,88.6,72.2,32.6,10.1,678,5064,3145,63.3,90.9,16,29,40,299,13,88.5,1363,550,20,84.9,2.0,13.1,0.0,26.7,23.9,61.6,14.5,5.31,2.4,0.1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-31,1854,62.3,380.0,178.7,67.4,27.1,8.7,567,4919,2191,72.6,90.7,21,33,289,832,-452,82.2,1854,0,17,100.0,0.0,0.0,0.0,45.0,12.4,75.5,12.1,8.88,5.53,0.16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,2771,130.6,461.1,173.9,66.5,64.1,23.8,817,5505,3514,90.8,99.2,19,34,329,855,-394,88.2,2771,0,20,85.9,5.8,8.2,0.0,25.0,17.8,62.6,19.6,19.21,9.24,0.35,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02,1752,82.7,329.3,74.6,51.3,19.2,6.8,545,4794,363,81.0,99.1,9,35,79,383,-54,94.5,1524,228,10,86.7,13.3,0.0,0.0,3.9,18.2,72.3,9.5,4.12,2.76,0.22,0,0.0,0.0,0.0,1.0,0.0,1.4,0.0,0.0
2025-01-03,4241,214.0,657.0,244.2,92.5,103.3,48.1,1003,7940,6965,89.5,100.0,21,36,377,855,-198,91.6,4241,0,26,72.5,12.1,15.4,0.0,13.8,19.4,59.5,21.1,17.59,6.86,0.61,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04,2165,127.1,342.4,146.2,58.0,42.8,19.4,607,5731,1418,88.1,100.0,21,37,180,599,-256,94.9,2165,0,21,81.2,16.2,0.0,2.7,9.7,22.5,60.5,17.0,12.32,5.41,0.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05,3158,147.5,549.7,155.6,96.5,49.8,19.5,1012,7529,2833,68.6,100.0,13,35,117,464,86,90.3,1944,1214,19,96.4,1.2,0.0,2.4,25.1,18.2,67.9,13.9,15.12,7.81,0.5,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2025-01-06,1854,114.9,326.3,72.3,79.9,15.0,4.1,565,5232,1076,79.1,98.2,15,38,104,436,-110,95.5,1667,187,18,88.9,11.1,0.0,0.0,7.7,24.2,68.7,7.1,2.37,2.76,0.06,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07,2294,125.8,329.8,83.8,78.0,60.7,16.3,749,5219,1314,77.9,100.0,17,42,86,398,-68,98.9,671,1623,20,79.8,10.0,10.2,0.0,3.8,21.2,55.7,23.1,18.91,6.89,0.1,0,0.67,1.0,3.0,0.0,0.0,0.0,1.33,0.0
2025-01-08,2876,172.9,394.8,155.2,68.5,78.1,21.8,850,5488,1531,79.9,100.0,13,43,82,389,6,93.2,2876,0,15,72.1,18.4,6.5,2.9,22.7,23.3,53.1,23.6,29.3,14.53,0.26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09,3135,190.6,425.0,147.1,60.9,91.5,31.9,858,5829,3784,77.3,100.0,15,42,167,571,-146,86.3,3135,0,17,89.5,7.5,0.0,3.0,45.6,23.2,51.7,25.1,24.23,15.3,0.26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10,2749,148.7,422.4,160.0,70.5,62.9,19.8,862,7444,1494,83.2,100.0,15,40,91,408,14,90.1,2749,0,10,94.1,5.9,0.0,0.0,33.1,20.9,59.3,19.9,9.32,9.09,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11,3343,136.5,461.8,114.6,43.2,107.8,46.3,511,3020,5879,64.6,97.3,7,40,184,607,-146,92.5,1890,1452,14,78.5,11.8,4.8,4.8,24.9,16.2,54.9,28.8,33.36,16.83,2.32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12,2660,120.9,349.4,86.0,68.2,90.1,31.5,601,5446,1102,69.9,95.1,11,37,33,284,65,87.2,1473,1187,16,78.6,6.4,15.0,0.0,42.6,18.0,51.9,30.1,32.79,18.46,1.75,0,0.0,1.0,0.0,1.0,0.0,1.0,1.33,0.0
2025-01-13,1825,82.6,243.6,43.8,14.0,55.4,27.6,210,1635,847,34.5,70.4,5,34,112,453,-210,93.5,1259,566,10,70.9,5.3,19.2,4.7,21.7,18.3,54.0,27.7,18.34,4.2,2.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-14,1722,73.4,344.8,155.6,60.9,20.4,7.5,584,6109,1092,72.4,95.2,17,33,112,453,-109,93.8,1722,0,10,100.0,0.0,0.0,0.0,13.4,15.8,74.3,9.9,5.39,4.06,0.15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-15,2994,148.3,483.3,108.3,89.2,61.7,21.5,841,6303,3104,80.5,100.0,14,34,112,453,30,93.9,1070,1923,22,87.4,12.6,0.0,0.0,13.0,19.2,62.7,18.0,19.0,13.23,0.91,0,0.0,1.0,0.0,2.0,0.0,1.0,1.33,0.0
2025-01-16,2383,107.5,288.3,83.4,32.6,95.5,43.9,484,3055,3568,62.0,97.5,8,29,98,423,-135,85.1,1119,1265,15,80.1,13.0,3.8,3.1,38.0,17.6,47.2,35.2,28.47,14.1,1.86,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2025-01-17,2457,162.0,271.7,86.0,51.4,85.9,27.1,657,4408,1756,70.2,96.9,10,28,183,605,-334,90.4,476,1981,17,65.8,6.4,27.8,0.0,15.9,25.8,43.3,30.8,37.15,11.43,1.53,0,0.67,0.0,3.0,1.0,0.0,1.0,0.0,0.0
2025-01-18,3520,183.6,616.7,246.8,106.6,58.5,27.1,965,9073,2588,84.5,100.0,22,31,281,815,-198,90.4,3520,0,24,96.4,1.4,0.0,2.2,17.7,19.7,66.2,14.1,12.31,7.04,0.92,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-19,1958,101.1,328.0,91.8,84.0,37.9,10.1,688,4898,923,63.7,94.7,14,33,108,445,-117,91.3,771,1187,17,97.2,2.8,0.0,0.0,14.8,19.7,63.8,16.6,10.21,11.53,0.15,0,0.0,1.0,0.0,1.0,1.25,1.0,1.33,0.0
2025-01-20,2579,140.7,381.3,162.1,85.5,71.1,13.7,589,6506,1159,85.0,100.0,13,34,116,462,-81,94.1,2579,0,14,54.3,7.5,32.9,5.3,5.3,20.6,55.9,23.4,27.4,14.44,0.09,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,2904,200.3,485.6,141.8,93.7,32.0,10.0,1169,8627,2310,87.3,100.0,21,37,65,353,133,88.8,2904,0,17,96.4,0.0,0.0,3.6,23.1,26.4,64.1,9.5,7.57,8.62,0.15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-22,1651,79.3,329.0,104.4,65.6,8.7,2.0,484,4680,403,74.8,91.6,9,37,134,500,-171,94.5,749,902,13,91.8,8.2,0.0,0.0,4.1,18.5,76.9,4.6,2.13,2.07,0.08,0,0.0,1.0,0.0,0.0,0.0,0.0,2.58,0.0
2025-01-23,1883,120.3,266.2,104.2,35.9,44.0,14.7,497,3156,586,57.7,97.2,11,37,121,473,-206,86.7,1883,0,9,71.1,22.0,7.0,0.0,30.2,24.8,54.8,20.4,16.11,6.31,0.19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-24,2540,158.5,390.9,79.2,75.4,42.0,11.7,719,4677,1499,65.4,94.7,12,38,178,595,-204,91.1,1360,1179,18,84.7,6.2,9.1,0.0,15.4,24.6,60.7,14.7,17.68,8.26,0.18,0,0.47,0.8,0.0,1.0,0.0,1.0,1.1,0.0
2025-01-25,3231,139.0,502.8,159.3,95.2,84.2,29.8,843,6318,3841,79.5,100.0,14,35,214,672,-169,89.9,1601,1630,22,93.2,1.7,2.8,2.3,26.4,16.7,60.5,22.8,29.67,16.07,0.8,0,0.47,1.0,0.0,1.0,0.0,1.0,1.33,0.0
2025-01-26,1958,141.9,201.3,75.8,37.6,64.0,25.1,320,4093,911,71.7,89.6,8,35,151,537,-335,89.2,1730,228,13,57.5,6.0,36.5,0.0,28.8,29.1,41.3,29.5,25.31,6.15,1.59,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-27,2494,126.5,288.9,52.5,30.8,94.2,39.8,494,2765,2040,40.5,95.8,7,33,109,447,-158,85.2,1723,771,15,66.8,9.6,23.5,0.0,42.1,20.2,46.0,33.8,34.14,11.98,1.74,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-28,2998,157.3,475.6,185.7,84.5,70.3,20.8,603,6295,2333,87.9,100.0,18,31,83,391,84,95.0,2998,0,18,66.3,6.7,23.8,3.1,16.8,19.9,60.1,20.0,25.06,7.78,0.21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-29,2581,143.8,322.1,69.0,36.8,83.4,24.8,451,3996,5062,77.4,100.0,9,31,181,601,-279,95.6,1890,691,15,69.5,15.2,15.3,0.0,14.6,22.0,49.3,28.7,31.68,15.44,0.85,0,0.47,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2025-01-30,3268,138.2,443.9,119.8,34.4,102.5,41.3,422,2793,2817,68.5,95.3,7,28,192,625,-181,86.0,1889,1379,14,82.2,0.0,13.2,4.6,37.9,17.0,54.6,28.4,37.05,14.75,1.29,0,0.47,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2025-01-31,2658,140.6,347.6,54.2,41.2,81.8,25.9,570,3704,1184,59.7,94.6,9,28,45,310,38,94.6,1123,1535,15,70.1,5.9,24.0,0.0,9.2,20.9,51.7,27.4,35.39,10.57,1.25,0,0.67,0.0,4.0,1.0,0.0,1.0,0.0,0.0
2025-02-01,2296,114.2,286.7,50.3,69.6,78.7,26.1,500,4343,2124,74.9,98.0,9,29,162,560,-274,94.5,918,1377,15,75.6,0.7,20.4,3.3,13.9,19.7,49.6,30.6,31.56,11.74,0.53,0,0.67,1.0,6.0,0.0,0.0,0.0,1.33,1.0
2025-02-02,1941,66.9,339.6,36.9,32.3,38.1,11.4,428,2505,1576,59.5,80.8,7,28,104,436,-97,88.5,1392,550,11,94.0,2.0,4.0,0.0,29.4,13.6,69.0,17.4,12.47,9.11,0.18,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2025-02-03,1892,84.9,310.5,67.7,65.1,39.4,15.7,558,4058,1523,62.1,92.6,11,29,73,370,-60,95.9,705,1187,15,97.1,2.9,0.0,0.0,9.3,17.5,64.1,18.3,11.91,8.98,0.34,0,0.0,1.0,0.0,1.0,0.0,1.0,1.33,0.0
2025-02-04,1902,115.0,213.8,44.2,23.4,66.0,17.4,306,3084,6402,99.7,89.4,7,26,150,535,-321,89.6,1151,751,12,64.0,6.2,29.8,0.0,17.0,24.1,44.8,31.1,23.03,15.33,0.2,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2025-02-05,2228,109.2,303.2,56.7,66.3,68.9,26.3,589,4378,1823,69.7,89.2,11,25,58,338,-35,81.4,1041,1187,16,82.9,2.5,14.6,0.0,39.9,19.2,53.4,27.3,24.08,10.68,1.57,0,0.0,1.0,0.0,1.0,0.0,1.0,1.33,1.0
2025-02-06,2542,107.1,408.3,79.3,36.3,54.0,14.4,340,2809,2535,69.9,88.4,8,26,136,505,-96,87.5,2296,245,11,84.7,4.6,10.7,0.0,24.0,16.8,64.1,19.1,18.24,13.54,1.07,0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0
2025-02-07,2374,88.9,409.2,78.6,49.9,44.9,13.9,525,3506,2522,74.8,93.3,10,26,267,785,-376,91.0,1322,1052,13,91.8,1.6,6.6,0.0,12.2,14.8,68.3,16.9,14.05,10.91,0.14,0,0.0,0.0,2.0,1.0,1.25,1.0,0.0,0.0
2025-02-08,2114,80.9,386.3,85.7,68.0,31.9,13.9,575,3769,565,62.7,90.8,12,25,213,669,-283,90.8,978,1136,15,89.0,1.8,0.0,9.2,8.3,15.0,71.7,13.3,9.71,5.62,0.26,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2025-02-09,2403,120.3,307.3,65.6,48.1,85.1,23.8,602,3591,3385,64.6,100.0,10,27,65,353,-46,93.0,850,1554,16,79.8,10.5,9.7,0.0,10.1,19.4,49.6,30.9,34.45,16.14,0.54,0,0.67,0.0,3.0,1.0,0.0,1.0,0.0,0.0
2025-02-10,2024,100.0,296.9,52.2,77.2,55.2,15.9,666,4494,1134,70.3,92.0,12,26,96,419,-122,90.6,97,1927,16,85.7,2.7,11.6,0.0,13.5,19.2,57.0,23.9,23.91,9.2,0.17,0,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-02-11,2114,120.5,297.2,58.6,77.2,55.9,16.1,680,4773,1203,72.1,96.4,13,25,0,214,83,89.9,0,2114,18,80.7,8.2,11.1,0.0,11.5,22.2,54.7,23.1,24.08,9.18,0.2,0,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-02-12,1712,96.1,241.4,64.0,37.5,45.2,17.2,494,3935,1323,74.4,95.5,10,27,44,308,-67,91.7,431,1281,13,90.9,9.1,0.0,0.0,14.2,21.9,55.0,23.1,12.74,12.11,0.16,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-13,1704,73.5,272.7,80.4,54.8,41.7,13.2,518,3927,2250,74.8,91.2,9,27,65,353,-80,92.9,652,1052,12,88.6,2.3,9.2,0.0,10.3,16.7,62.0,21.3,13.12,9.78,0.12,0,0.0,0.0,2.0,1.0,1.25,1.0,1.25,0.0
2025-02-14,2361,124.9,422.8,85.8,91.1,25.2,8.6,775,5462,1472,64.1,95.3,12,28,210,663,-240,93.3,710,1651,19,93.4,6.6,0.0,0.0,13.4,20.7,70.0,9.4,8.11,5.58,0.16,0,0.0,1.0,0.0,2.0,0.0,1.0,1.1,0.0
2025-02-15,2763,150.9,485.8,121.1,108.3,33.3,9.6,855,6624,1880,75.9,98.7,14,28,138,509,-23,93.1,1506,1257,18,94.3,5.7,0.0,0.0,14.1,21.2,68.3,10.5,9.68,8.17,0.17,0,0.0,0.8,0.0,1.0,1.0,1.0,0.0,0.0
2025-02-16,2047,86.4,246.5,48.9,24.1,80.5,32.5,317,2332,4012,70.1,90.7,4,27,114,458,-211,91.3,1545,502,10,76.9,11.8,7.6,3.7,15.6,16.8,48.0,35.2,23.78,14.89,1.3,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2025-02-17,2017,131.6,274.1,47.3,53.5,46.8,17.3,595,3400,1057,44.1,91.5,9,26,76,376,-102,91.0,1280,737,14,73.7,7.8,18.6,0.0,12.1,25.7,53.6,20.6,17.73,6.18,1.3,0,0.0,0.7,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-18,2333,115.5,320.0,87.3,52.9,69.2,18.2,614,3939,3285,74.6,97.5,8,24,97,421,-101,89.3,1388,945,14,79.3,3.9,16.7,0.0,9.0,19.5,54.1,26.3,26.67,14.31,0.23,0,0.47,0.0,5.0,0.0,1.2,0.0,0.0,0.0
2025-02-19,2155,121.1,307.4,67.0,78.6,56.1,16.1,689,4903,1205,75.9,97.0,13,24,81,387,-80,88.6,0,2155,18,81.1,8.0,10.9,0.0,11.3,21.8,55.4,22.7,24.15,9.23,0.2,0,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-02-20,2015,115.1,280.9,88.5,52.2,51.7,17.5,708,4762,1667,74.7,97.4,10,24,122,475,-194,87.3,464,1550,15,92.2,7.8,0.0,0.0,15.7,22.5,54.8,22.7,14.85,14.37,0.19,0,0.0,0.0,0.0,2.0,1.2,1.0,0.0,0.0
2025-02-21,1718,97.3,258.7,69.7,62.3,37.1,12.8,524,4036,1987,75.3,93.5,11,24,126,483,-225,87.7,402,1316,15,81.8,9.1,9.1,0.0,14.2,22.1,58.9,19.0,12.25,7.41,0.15,0,0.0,0.8,2.0,1.0,0.0,1.0,0.0,0.0
2025-02-22,3061,165.7,468.8,131.2,101.7,67.0,18.3,941,5992,2379,84.5,100.0,14,24,168,573,-104,86.7,0,3061,21,86.7,5.7,7.6,0.0,17.5,21.1,59.7,19.2,27.9,12.87,0.24,0,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-02-23,1809,112.3,248.4,57.5,69.7,44.3,16.7,611,4582,1681,75.8,98.2,12,23,126,483,-235,86.6,0,1809,15,91.4,8.6,0.0,0.0,13.5,24.4,54.0,21.6,12.35,11.96,0.15,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-24,2130,131.2,305.8,73.7,65.1,47.1,17.1,685,4747,1843,75.6,100.0,10,24,114,458,-152,88.6,849,1281,15,88.5,11.5,0.0,0.0,11.5,24.2,56.3,19.5,13.26,12.7,0.19,0,0.0,0.7,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-25,2598,143.1,385.6,97.2,89.3,61.5,17.2,813,5395,1793,76.2,99.9,14,24,83,391,-6,87.5,0,2598,21,84.3,6.7,9.0,0.0,15.0,21.5,57.8,20.7,26.03,11.05,0.22,0,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-02-26,2220,121.8,324.4,73.3,80.3,56.3,16.2,712,5200,1204,73.9,96.5,12,24,79,383,-58,88.7,0,2220,18,81.6,7.8,10.5,0.0,11.0,21.3,56.6,22.1,24.22,9.28,0.2,0,0.67,1.0,3.0,2.0,0.0,1.0,1.33,0.0
2025-02-27,2401,143.2,335.6,127.5,63.7,61.2,22.6,714,5386,3258,82.0,100.0,15,26,177,592,-257,89.8,658,1743,21,90.2,9.8,0.0,0.0,16.3,23.2,54.4,22.3,13.34,12.44,0.16,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-28,1887,110.7,282.1,69.9,71.9,39.6,13.3,613,4473,1973,83.0,96.2,12,25,67,357,-75,89.5,0,1887,16,83.4,8.3,8.3,0.0,12.9,23.0,58.5,18.5,12.97,8.32,0.16,0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0
2025-03-01,3892,183.6,671.9,193.0,119.9,61.9,19.3,1391,7079,3251,57.5,100.0,12,28,559,855,-184,88.7,360,3532,16,99.0,1.0,0.0,0.0,28.8,18.5,67.5,14.0,20.6,14.97,0.45,0,0.0,0.9,0.0,1.0,0.0,1.0,0.8,0.0
2025-03-02,1724,100.3,296.4,54.1,62.1,21.2,7.6,687,4087,324,65.7,92.4,9,27,242,731,-435,91.8,338,1385,13,90.9,9.1,0.0,0.0,14.2,22.6,66.7,10.7,6.84,4.16,0.15,0,0.0,0.9,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-03,2901,160.8,382.5,80.1,56.4,84.8,23.6,621,4267,5331,62.1,100.0,15,33,129,490,-107,95.8,2230,671,20,76.9,9.1,14.0,0.0,14.1,21.9,52.1,26.0,27.26,14.76,0.71,0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-04,2029,154.8,309.3,85.9,68.3,28.0,10.1,672,5805,2203,81.4,95.5,18,37,81,387,-78,96.4,1186,843,24,78.0,10.1,11.9,0.0,12.0,29.4,58.7,12.0,5.83,2.72,0.14,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
2025-03-05,2461,143.0,355.3,67.4,62.6,55.0,15.9,504,4130,4081,72.9,100.0,12,37,140,513,-158,97.2,1338,1123,18,77.4,9.4,13.2,0.0,9.4,23.0,57.1,19.9,17.62,12.65,0.54,0,0.0,1.0,3.0,0.0,0.0,0.0,1.33,0.0
