date,kcal,protein_g,carb_g,sugar_g,fiber_g,fat_g,satfat_g,magnesium_mg,potassium_mg,sodium_mg,vit_index,min_index,plants_day,plants_7d,tss,carb_target_g,carb_gap_g,microbiome,kcal_observed,kcal_assumed,n_items,pct_plant,pct_dairy,pct_animal,pct_other,pct_upf,pct_kcal_protein,pct_kcal_carb,pct_kcal_fat,mono_g,poly_g,trans_g,fat_split_mis,cnt_avocado,cnt_lenticchie,cnt_uova,cnt_banane,cnt_ceci,cnt_avena,cnt_patate_dolci,cnt_caffe
2024-09-05,2401,146.9,343.9,91.7,57.0,56.8,20.9,749,4945,4581,76.0,96.8,11,38,104,436,-92,88.1,688,1713,21,81.6,6.5,11.9,0.0,39.8,23.7,55.6,20.7,14.69,7.94,0.26,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
2024-09-06,2282,117.8,363.8,111.6,61.9,45.1,17.0,801,4906,2596,75.6,100.0,11,37,82,389,-25,94.9,0,2282,18,88.7,11.3,0.0,0.0,17.1,20.2,62.4,17.4,13.58,9.97,0.5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-09-07,2574,156.7,387.5,112.7,57.3,48.8,19.0,770,6167,1367,80.3,99.9,15,38,122,475,-87,95.5,593,1982,21,79.4,7.0,13.6,0.0,15.2,24.0,59.3,16.8,17.16,5.67,1.21,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-09-08,1900,90.2,212.0,28.7,32.9,82.6,26.9,257,1961,3539,48.1,68.8,6,36,67,357,-145,85.0,1251,648,11,57.0,0.0,39.8,3.2,53.7,18.5,43.5,38.1,13.12,6.09,0.46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-09,2652,136.5,397.3,77.0,56.3,63.8,24.9,699,3886,2158,62.3,99.5,10,34,72,368,29,89.3,1209,1443,17,85.8,8.1,6.1,0.0,35.7,20.1,58.6,21.2,19.25,13.16,0.49,0,0.0,0.0,0.0,1.0,0.99,1.0,0.0,0.0
2024-09-10,2155,121.1,307.4,67.0,78.6,56.1,16.1,689,4903,1205,75.9,97.0,13,30,58,338,-30,96.6,0,2155,18,81.1,8.0,10.9,0.0,11.3,21.8,55.4,22.7,24.15,9.23,0.2,0,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2024-09-11,2446,125.5,343.1,129.8,40.3,70.9,32.2,477,3462,3822,75.2,96.5,14,33,84,394,-50,98.7,2446,0,19,72.0,18.0,9.9,0.0,4.4,20.0,54.6,25.4,11.84,10.54,0.78,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-12,1962,134.9,333.8,131.8,67.4,21.4,8.0,906,8798,1260,81.4,100.0,15,32,124,479,-145,99.1,1962,0,18,84.5,13.7,0.0,1.8,3.2,26.1,64.6,9.3,5.38,5.23,0.16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-13,2282,130.8,318.8,106.1,44.9,60.7,23.5,567,4429,2537,70.4,100.0,11,30,0,214,105,95.4,2282,0,17,64.7,21.1,14.2,0.0,15.4,22.3,54.4,23.3,12.9,3.36,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-14,2121,107.5,379.5,137.4,71.9,33.9,9.6,774,5206,1444,81.4,99.4,17,33,155,545,-166,99.2,1473,648,22,86.1,12.3,0.0,1.6,2.8,19.1,67.4,13.5,3.33,6.47,0.01,0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0
2024-09-15,2318,137.4,379.5,120.7,77.0,37.4,10.6,711,6233,2791,80.5,100.0,19,34,94,415,-35,94.9,1080,1238,25,90.8,9.2,0.0,0.0,16.8,22.9,63.1,14.0,8.65,6.5,0.16,0,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0
2024-09-16,2494,161.4,364.6,101.6,64.7,48.0,15.4,763,5890,4212,81.8,99.8,15,37,107,443,-78,95.3,788,1707,21,82.7,6.3,11.0,0.0,15.6,25.5,57.5,17.0,10.68,8.53,0.18,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-09-17,2220,121.8,324.4,73.3,80.3,56.3,16.2,712,5200,1204,73.9,96.5,12,37,95,417,-93,96.7,0,2220,18,81.6,7.8,10.5,0.0,11.0,21.3,56.6,22.1,24.22,9.28,0.2,0,0.67,1.0,3.0,2.0,0.0,1.0,1.33,0.0
2024-09-18,1779,95.7,267.8,54.7,42.0,40.0,14.2,487,2775,1166,47.5,84.8,10,37,49,319,-51,95.6,1008,771,16,83.8,2.2,14.1,0.0,14.8,21.1,59.1,19.8,14.44,6.6,0.88,0,0.0,0.0,0.0,1.0,0.75,1.0,0.0,1.0
2024-09-19,2692,166.4,443.0,152.4,81.5,43.0,14.1,932,7064,3453,90.9,100.0,15,39,75,374,69,93.7,2692,0,12,95.1,4.9,0.0,0.0,21.1,23.6,62.7,13.7,13.2,9.55,0.19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-20,2541,140.0,382.6,136.1,62.9,62.8,25.1,620,5112,2861,91.7,100.0,14,41,94,415,-32,99.8,2541,0,18,79.3,16.0,4.7,0.0,0.7,21.1,57.6,21.3,16.42,9.03,0.52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-21,2263,118.8,357.5,108.7,60.6,45.2,17.0,807,5030,2594,76.2,100.0,11,38,137,507,-149,94.8,0,2263,18,88.6,11.4,0.0,0.0,17.3,20.5,61.9,17.6,13.62,10.0,0.5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-09-22,2236,124.8,340.6,61.4,55.4,48.5,16.8,653,3625,1006,74.4,91.4,12,40,198,637,-297,97.6,298,1939,17,80.7,3.7,15.7,0.0,7.8,21.7,59.3,19.0,16.66,6.84,1.17,0,0.0,0.0,0.0,1.0,0.99,1.0,0.0,0.0
2024-09-23,2936,185.7,449.7,107.5,97.8,56.1,17.6,1051,8846,3610,83.9,98.8,18,39,130,492,-42,96.4,2165,771,30,79.7,4.5,15.8,0.0,12.2,24.4,59.0,16.6,13.99,6.13,0.19,0,0.4,0.8,0.0,1.0,0.0,1.0,0.0,0.0
2024-09-24,2599,121.7,332.6,55.0,46.0,90.5,26.3,586,3329,2825,62.2,92.4,8,36,75,374,-42,89.6,1088,1511,15,86.5,1.5,12.0,0.0,34.6,18.5,50.5,30.9,35.1,20.55,0.29,0,0.67,0.0,4.0,1.0,0.0,1.0,0.0,0.0
2024-09-25,2131,113.3,336.2,69.4,70.7,42.5,12.5,607,4843,427,97.6,93.5,14,37,72,368,-32,96.6,695,1436,19,82.2,8.1,9.7,0.0,11.4,20.8,61.7,17.6,17.23,8.63,0.18,0,0.4,1.0,0.0,1.0,0.0,1.0,1.33,0.0
2024-09-26,2114,120.5,297.2,58.6,77.2,55.9,16.1,680,4773,1203,72.1,96.4,13,35,76,376,-79,96.5,0,2114,18,80.7,8.2,11.1,0.0,11.5,22.2,54.7,23.1,24.08,9.18,0.2,0,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2024-09-27,2161,118.4,369.9,101.1,85.3,30.6,9.0,708,4755,1544,63.0,95.5,11,33,187,614,-244,94.6,923,1238,16,92.8,7.2,0.0,0.0,18.1,21.3,66.4,12.4,9.3,8.01,0.16,0,0.0,0.9,0.0,1.0,1.25,1.0,1.5,0.0
2024-09-28,2060,108.3,317.3,82.1,50.3,45.6,12.1,627,5420,4778,74.5,97.7,13,34,164,565,-247,93.7,2060,0,16,92.8,2.8,4.4,0.0,21.1,20.5,60.1,19.4,11.61,9.65,0.35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-29,2337,135.2,363.8,95.3,66.1,44.2,12.0,708,4412,2853,52.0,93.5,10,34,311,855,-492,94.9,1123,1214,15,89.9,1.6,8.5,0.0,16.9,22.6,60.8,16.6,14.1,12.2,0.19,0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.0
2024-09-30,2171,113.6,338.6,92.7,47.2,48.6,18.1,602,3295,3882,46.0,92.3,11,31,58,338,1,85.8,266,1905,18,84.8,7.2,8.0,0.0,47.4,20.2,60.3,19.5,15.59,8.82,0.28,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-10-01,1550,95.8,246.9,70.5,57.2,27.9,11.2,523,4543,1313,62.8,95.2,12,34,89,404,-157,95.3,752,798,13,89.9,10.1,0.0,0.0,15.7,23.6,60.9,15.5,6.88,4.01,0.16,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-10-02,1735,85.3,278.9,125.8,42.9,47.0,21.1,608,3817,1259,39.1,100.0,8,33,94,415,-136,95.8,350,1385,13,74.6,25.4,0.0,0.0,14.1,18.1,59.3,22.5,14.07,6.92,0.8,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-10-03,2100,109.7,364.8,86.6,55.8,29.7,8.9,678,3641,977,48.0,92.4,11,31,84,394,-29,95.5,436,1664,17,92.6,7.4,0.0,0.0,15.1,20.3,67.4,12.4,9.13,7.53,0.17,0,0.0,0.0,0.0,1.0,0.99,1.0,0.0,0.0
2024-10-04,2155,121.1,307.4,67.0,78.6,56.1,16.1,689,4903,1205,75.9,97.0,13,34,59,340,-33,96.6,0,2155,18,81.1,8.0,10.9,0.0,11.3,21.8,55.4,22.7,24.15,9.23,0.2,0,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2024-10-05,2525,130.7,468.6,130.9,104.0,27.9,9.2,707,5890,2268,80.3,100.0,16,30,232,710,-241,90.7,1151,1374,17,94.6,5.4,0.0,0.0,31.0,19.7,70.8,9.5,3.24,2.97,0.09,0,0.0,1.0,0.0,1.0,0.0,0.0,1.33,0.0
2024-10-06,2440,133.8,374.3,135.7,47.2,62.6,24.5,611,4080,4354,60.0,100.0,8,30,105,438,-64,97.9,619,1822,14,73.1,20.4,6.4,0.0,7.1,20.6,57.7,21.7,14.22,8.46,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-07,2175,121.7,312.4,70.8,80.3,56.1,16.1,693,5007,1203,84.5,97.5,13,30,69,361,-49,96.6,0,2175,18,81.3,8.0,10.8,0.0,11.2,21.7,55.8,22.5,24.15,9.23,0.2,0,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2024-10-08,1582,91.0,272.3,71.2,61.9,21.3,7.9,586,4818,626,66.5,92.8,11,28,89,404,-132,91.3,624,958,15,90.1,9.9,0.0,0.0,20.0,22.1,66.2,11.6,6.97,4.16,0.15,0,0.0,0.9,0.0,1.0,0.0,1.0,1.25,0.0
2024-10-09,2437,143.4,350.7,75.2,85.9,58.7,13.9,638,5380,2983,78.7,97.8,13,28,93,413,-62,95.6,593,1844,19,80.9,5.5,13.5,0.0,5.8,22.9,56.0,21.1,19.85,7.8,0.11,0,0.67,1.0,3.0,0.0,0.0,0.0,1.33,0.0
2024-10-10,1686,136.3,210.3,43.3,31.5,40.0,12.2,360,2562,3480,54.9,94.6,11,30,78,381,-170,95.7,1457,228,22,66.9,22.1,7.1,3.8,14.2,31.2,48.2,20.6,8.84,7.69,0.48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-11,3093,167.5,463.2,118.6,79.7,76.0,17.8,739,6821,2632,76.0,100.0,13,34,156,548,-84,97.9,1708,1384,18,64.4,8.1,27.5,0.0,6.9,20.9,57.8,21.3,5.62,3.39,0.46,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-10-12,3257,172.8,512.1,206.5,71.7,76.8,30.1,958,5707,4590,56.5,100.0,10,32,333,855,-343,94.1,0,3257,19,80.3,16.5,3.2,0.0,19.7,20.2,59.7,20.1,23.29,14.49,1.25,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-10-13,2126,127.3,315.2,66.6,47.2,45.1,12.9,632,3728,770,79.2,91.7,9,32,142,518,-202,96.6,680,1446,14,78.1,7.4,14.5,0.0,11.5,23.4,57.9,18.7,14.55,12.03,0.16,0,0.0,0.0,0.0,1.0,0.99,1.0,0.0,0.0
2024-10-14,3558,187.9,505.7,109.8,69.6,97.1,34.1,752,4278,5851,57.7,97.2,12,33,71,366,140,92.9,1657,1902,20,81.9,3.8,13.5,0.8,23.8,20.6,55.4,24.0,32.12,15.51,1.97,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-10-15,2323,103.3,336.5,85.6,78.3,68.9,22.4,659,4588,1342,73.0,92.8,11,31,108,445,-108,92.6,396,1927,16,87.5,2.4,10.1,0.0,24.6,17.4,56.6,26.1,28.59,10.68,0.38,0,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2024-10-16,2045,130.9,281.2,58.0,45.6,53.5,20.4,664,4352,776,60.2,92.7,12,31,64,351,-70,95.8,1495,550,20,70.8,5.3,18.3,5.6,14.2,24.6,52.8,22.6,20.94,6.32,1.34,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-10-17,4512,264.8,686.7,243.4,90.2,92.9,31.1,1142,8889,4691,87.0,100.0,16,29,70,364,323,93.5,2480,2032,23,82.4,14.9,2.7,0.0,17.1,22.8,59.2,18.0,7.45,6.65,0.47,0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0
2024-10-18,2075,112.7,323.5,70.7,71.4,40.0,10.2,578,5036,2142,72.2,97.3,15,31,117,464,-141,96.5,1261,814,18,90.5,9.5,0.0,0.0,11.8,21.4,61.5,17.1,8.47,8.21,0.15,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-10-19,1989,99.9,327.1,87.5,57.9,32.0,9.7,407,2736,2417,71.2,91.7,11,35,236,719,-392,87.0,1298,691,14,94.1,5.9,0.0,0.0,43.4,20.0,65.5,14.4,9.08,10.04,0.17,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-20,2114,120.5,297.2,58.6,77.2,55.9,16.1,680,4773,1203,72.1,96.4,13,36,126,483,-186,96.5,0,2114,18,80.7,8.2,11.1,0.0,11.5,22.2,54.7,23.1,24.08,9.18,0.2,0,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2024-10-21,2172,121.9,311.3,71.2,79.5,56.3,16.1,694,5055,1203,73.8,96.6,13,35,56,334,-22,96.6,0,2172,18,81.2,8.0,10.8,0.0,11.2,21.8,55.6,22.6,24.22,9.28,0.2,0,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2024-10-22,2416,120.9,313.4,51.0,30.5,76.1,33.8,461,2820,2011,50.1,93.7,8,37,94,415,-102,85.1,1638,778,14,80.4,9.3,10.3,0.0,49.8,20.0,51.8,28.3,22.82,13.68,1.36,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-10-23,1967,83.1,318.8,90.7,34.4,43.0,15.5,394,3291,1685,64.5,90.5,7,36,64,351,-32,85.7,1026,941,10,94.0,6.0,0.0,0.0,47.8,16.7,63.9,19.4,12.27,10.96,0.37,0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0
2024-10-24,2347,114.6,382.8,152.1,77.3,55.8,22.3,820,5071,1937,51.1,100.0,10,34,69,361,21,96.9,885,1462,15,81.2,18.8,0.0,0.0,10.4,18.4,61.5,20.1,15.18,11.46,0.77,0,0.0,0.0,0.0,1.0,1.25,1.0,0.0,0.0
2024-10-25,2470,131.9,342.9,94.4,69.7,69.2,18.1,766,4859,2603,84.2,98.9,11,29,85,396,-53,93.9,489,1981,17,84.2,6.3,9.5,0.0,15.8,20.9,54.4,24.7,27.33,14.98,0.18,0,0.67,0.0,3.0,1.0,0.0,1.0,0.75,0.0
2024-10-26,1980,69.2,294.6,47.2,38.2,58.1,15.9,328,2141,2400,52.8,79.6,7,28,159,554,-259,84.4,1980,0,9,100.0,0.0,0.0,0.0,43.2,14.0,59.6,26.4,14.79,22.13,0.33,0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.0
2024-10-27,2548,139.8,407.0,103.4,78.8,46.6,17.6,751,5163,1701,69.7,99.3,14,27,227,699,-292,91.4,672,1875,21,82.7,9.1,8.2,0.0,15.3,21.5,62.5,16.1,16.08,8.64,0.51,0,0.0,1.0,0.0,1.0,0.0,1.0,1.33,0.0
2024-10-28,1339,89.5,224.8,120.6,45.8,26.8,14.4,429,3359,898,53.2,96.8,9,31,73,370,-145,97.9,462,876,13,63.3,34.8,0.0,1.9,7.0,23.9,60.0,16.1,5.83,1.07,0.65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29,2094,141.8,329.5,94.7,53.5,31.6,12.8,652,5753,769,80.9,100.0,14,33,50,321,9,96.3,931,1163,19,75.3,19.3,0.0,5.4,12.2,26.2,60.8,13.1,6.39,3.06,0.55,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-10-30,2188,120.7,364.3,111.4,73.5,38.0,10.9,629,5696,3639,70.0,95.6,16,33,76,376,-12,99.8,2188,0,18,94.9,5.1,0.0,0.0,0.7,21.2,63.9,15.0,8.48,9.37,0.22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31,1969,117.6,335.7,101.5,64.2,30.5,10.3,715,3316,1286,47.8,94.2,8,32,125,481,-146,92.2,507,1462,16,89.6,7.9,0.0,2.4,26.0,22.5,64.3,13.1,8.58,5.4,0.17,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-11-01,2199,118.7,290.8,68.2,37.4,67.8,27.6,493,3251,3964,61.7,98.6,12,33,74,372,-81,97.0,2012,187,15,80.4,13.5,6.1,0.0,10.0,21.1,51.7,27.1,14.74,12.7,0.49,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-11-02,2904,151.2,441.7,122.9,65.7,66.2,17.7,816,4742,2240,62.0,99.1,10,29,402,855,-414,93.1,484,2420,17,86.6,5.4,8.1,0.0,18.5,20.4,59.5,20.1,27.73,12.8,0.21,0,0.67,0.0,3.0,1.0,0.0,1.0,0.0,0.0
2024-11-03,2038,117.9,262.4,83.1,38.2,65.4,27.5,598,3769,1131,61.6,94.1,10,29,102,432,-170,89.5,1260,778,18,69.3,10.7,19.9,0.0,30.4,22.4,49.8,27.9,19.72,6.2,1.53,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-11-04,1940,72.9,352.6,81.5,68.0,33.1,14.1,584,3922,468,55.8,89.1,12,29,92,411,-58,90.8,753,1187,16,97.1,2.9,0.0,0.0,26.1,14.6,70.5,14.9,11.02,5.07,0.33,0,0.0,1.0,0.0,1.0,0.0,1.0,1.33,0.0
2024-11-05,2190,110.7,263.9,61.7,49.0,83.3,17.6,322,3022,2020,66.6,85.7,8,29,149,533,-269,94.6,1186,1004,13,46.6,5.4,48.0,0.0,13.6,19.7,46.9,33.4,18.38,6.43,0.06,0,0.67,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2024-11-06,3073,148.5,403.2,104.9,54.9,103.6,32.9,710,4030,4787,66.6,100.0,8,27,79,383,20,87.6,1341,1732,17,84.6,4.4,11.1,0.0,28.0,18.9,51.4,29.7,39.22,19.48,0.87,0,0.67,0.0,3.0,1.0,0.0,1.0,0.0,0.0
2024-11-07,2166,130.2,302.6,63.3,46.3,52.1,21.5,561,4422,2630,81.0,100.0,11,27,57,336,-33,91.6,1429,737,15,84.2,12.5,3.3,0.0,14.6,23.7,55.0,21.3,14.49,11.41,0.31,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-11-08,2411,131.6,350.9,66.5,62.2,57.8,22.5,608,4003,3369,56.2,100.0,10,27,115,460,-109,91.9,1616,795,14,89.9,6.5,3.6,0.0,13.7,21.5,57.3,21.2,16.65,13.84,0.33,0,0.0,0.8,0.0,1.0,0.0,1.0,0.0,0.0
2024-11-09,3397,246.8,541.7,145.0,97.9,32.3,8.4,1050,10593,2192,72.4,100.0,11,28,449,855,-314,92.2,2062,1336,19,76.0,10.4,13.6,0.0,17.3,28.7,62.9,8.4,6.1,5.92,0.12,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10,2671,124.3,302.4,45.3,25.9,105.0,39.5,329,2526,4656,66.8,93.2,4,27,281,815,-512,90.7,2671,0,9,78.4,2.2,19.5,0.0,17.8,18.7,45.6,35.6,37.72,19.49,0.85,0,0.53,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2024-11-11,2239,96.5,357.1,110.6,54.0,55.4,23.1,601,3535,1464,58.3,93.0,9,28,72,368,-11,87.9,1247,992,16,94.4,5.6,0.0,0.0,31.4,16.7,61.8,21.6,16.86,10.25,0.68,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2024-11-12,1502,81.9,234.4,52.1,43.8,28.2,13.0,343,3158,1023,67.6,92.7,7,27,67,357,-123,83.8,1253,248,10,86.1,13.9,0.0,0.0,40.5,21.6,61.7,16.7,6.46,6.25,0.33,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-13,1862,108.4,260.9,39.5,69.2,48.2,12.7,588,4090,1164,70.2,98.0,11,28,81,387,-126,96.2,298,1564,15,76.5,11.0,12.6,0.0,3.7,22.7,54.6,22.7,21.1,8.15,0.21,0,0.67,1.0,3.0,0.0,0.0,1.0,1.33,0.0
2024-11-14,2037,93.5,237.4,46.4,32.2,83.3,28.5,329,2794,3535,66.7,92.1,6,28,92,411,-173,90.6,2037,0,12,73.9,4.3,18.1,3.7,22.3,18.0,45.8,36.2,30.74,14.17,0.81,0,0.53,0.0,3.0,0.0,0.0,0.0,1.0,0.0
2024-11-15,1661,94.6,216.4,70.0,45.4,54.9,12.5,423,2615,1694,75.5,90.1,11,31,175,588,-372,95.0,1218,443,14,80.3,3.5,9.4,6.9,16.6,21.8,49.8,28.4,18.78,17.7,0.19,0,0.0,0.0,2.0,0.0,1.25,0.0,1.0,0.0
2024-11-16,1635,52.6,299.6,52.0,48.7,24.5,10.0,287,2450,898,47.1,73.3,8,29,174,586,-286,90.7,997,638,9,99.0,1.0,0.0,0.0,26.4,12.9,73.5,13.5,8.02,4.22,0.33,0,0.0,1.0,0.0,0.0,0.0,0.0,1.33,0.0
2024-11-17,2797,102.2,414.1,121.7,57.4,81.4,38.4,469,3340,2510,58.1,97.5,7,32,308,855,-441,85.0,1363,1434,12,94.7,2.7,0.0,2.6,62.2,14.6,59.2,26.2,23.57,13.34,1.25,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-18,2398,107.9,391.8,98.4,66.3,52.1,23.3,703,3614,1172,43.6,95.9,8,30,64,351,41,91.2,1406,992,16,90.9,9.1,0.0,0.0,29.3,17.5,63.5,19.0,16.45,7.89,0.85,0,0.0,0.8,0.0,1.0,0.0,1.0,0.0,0.0
2024-11-19,1808,74.5,281.9,68.7,68.7,49.2,15.1,453,4158,1187,82.6,90.9,12,29,101,430,-148,93.2,1171,638,14,86.1,0.9,12.9,0.0,18.2,16.0,60.3,23.7,20.91,7.38,0.24,0,0.53,1.0,3.0,0.0,0.0,0.0,1.33,0.0
2024-11-20,1644,70.5,271.1,60.0,46.1,37.6,16.6,615,3377,861,41.2,87.2,10,31,102,432,-161,91.0,1094,550,13,97.7,2.3,0.0,0.0,30.1,16.5,63.6,19.9,11.91,6.0,0.46,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2024-11-21,2576,138.9,387.7,103.2,69.5,62.7,17.0,845,4760,2001,72.9,98.1,11,32,75,374,13,95.5,615,1961,19,84.8,6.1,9.1,0.0,15.2,20.8,58.1,21.1,26.28,11.67,0.2,0,0.67,0.0,3.0,1.0,0.0,1.0,0.0,0.0
2024-11-22,2220,121.8,324.4,73.3,80.3,56.3,16.2,712,5200,1204,73.9,96.5,12,26,75,374,-50,91.4,0,2220,18,81.6,7.8,10.5,0.0,11.0,21.3,56.6,22.1,24.22,9.28,0.2,0,0.67,1.0,3.0,2.0,0.0,1.0,1.33,0.0
2024-11-23,2529,149.3,359.0,108.6,68.9,63.9,16.4,736,4555,2360,72.1,100.0,16,31,146,526,-167,95.4,1273,1257,24,84.8,9.0,6.2,0.0,15.4,22.9,55.1,22.0,19.9,10.76,0.18,0,0.4,0.0,2.0,1.0,1.0,1.0,0.0,0.0
2024-11-24,2392,105.6,302.0,83.5,39.4,76.7,31.6,475,2973,2634,64.3,94.6,8,31,126,483,-181,93.7,1842,550,12,87.9,1.6,10.5,0.0,21.1,18.2,52.0,29.7,24.06,14.67,1.18,0,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0
2024-11-25,2212,127.1,218.6,32.2,28.1,90.5,35.9,313,3202,2255,83.4,96.2,8,33,82,389,-171,90.6,1255,957,13,60.4,8.8,27.5,3.2,31.2,23.1,39.8,37.1,33.33,11.82,1.83,0,0.53,0.0,3.0,0.0,0.0,0.0,1.25,0.0
2024-11-26,1813,122.0,272.3,52.9,66.9,28.3,7.6,539,4805,1574,72.0,96.4,10,32,60,342,-70,95.6,930,883,14,79.6,7.4,12.9,0.0,14.7,26.6,59.5,13.9,9.64,6.01,0.1,0,0.0,1.0,3.0,0.0,0.0,0.0,1.33,0.0
2024-11-27,1981,105.7,274.1,58.1,34.9,59.9,30.1,524,2900,1407,46.1,96.6,7,28,86,398,-124,82.8,662,1319,15,81.3,9.3,0.0,9.4,48.5,20.5,53.3,26.2,15.88,9.9,0.87,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-11-28,2223,92.9,323.3,71.9,65.1,67.6,30.5,573,4199,1860,65.0,99.7,11,26,32,282,41,88.0,1036,1187,17,85.8,10.8,0.0,3.4,22.3,16.3,56.9,26.8,20.03,10.45,1.25,0,0.0,1.0,0.0,1.0,0.0,1.0,1.33,0.0
2024-11-29,2775,182.2,405.6,110.5,66.2,60.3,21.1,968,6958,4312,77.8,100.0,11,29,191,622,-217,92.3,1783,992,20,84.8,7.3,3.8,4.1,21.1,25.2,56.1,18.8,17.85,12.37,0.7,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-11-30,1656,90.8,157.9,71.9,16.0,70.1,30.0,236,2806,1856,71.3,89.5,3,29,34,287,-129,85.9,1170,486,7,64.9,12.5,22.6,0.0,35.5,22.3,38.8,38.8,23.06,11.52,1.65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,2347,146.3,283.2,43.8,64.4,73.9,22.9,793,4488,1546,68.8,96.0,11,28,140,513,-230,92.1,870,1476,16,70.6,6.7,22.8,0.0,10.4,24.6,47.5,27.9,31.97,10.19,1.07,0,0.67,0.6,3.0,1.0,0.0,1.0,0.0,0.0
2024-12-02,2671,164.0,418.5,89.6,97.0,45.5,14.8,840,6184,1612,73.4,96.6,14,28,176,590,-172,91.6,1017,1654,22,83.2,6.5,10.3,0.0,11.9,23.9,61.1,14.9,7.61,4.46,0.19,0,0.0,1.0,0.0,1.0,0.0,1.0,1.33,0.0
2024-12-03,2038,106.8,282.2,55.3,36.8,56.6,21.6,482,3849,1306,69.3,90.4,10,29,65,353,-71,87.0,1488,550,16,80.3,1.9,17.8,0.0,31.7,20.7,54.7,24.7,20.03,10.67,0.31,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-04,2480,135.9,374.1,67.4,63.5,52.4,22.5,634,5083,1162,80.7,95.7,11,29,96,419,-45,87.0,1638,843,17,83.6,6.3,10.1,0.0,31.6,21.6,59.6,18.8,16.74,8.54,0.98,0,0.0,0.8,0.0,2.0,0.0,1.0,0.0,0.0
