date,kcal,protein_g,carb_g,sugar_g,fiber_g,fat_g,satfat_g,magnesium_mg,potassium_mg,sodium_mg,vit_index,min_index,plants_day,plants_7d,tss,carb_target_g,carb_gap_g,microbiome,kcal_observed,kcal_assumed,n_items,cnt_avocado,cnt_lenticchie,cnt_uova,cnt_banane,cnt_ceci,cnt_avena,cnt_patate_dolci,cnt_caffe
2025-04-21,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,252,713,-436,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-04-22,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,226,697,-421,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-04-23,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,101,430,-344,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-24,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,76,376,-291,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-25,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,68,359,-274,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-26,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,745,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-27,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,205,652,-567,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-28,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,3,220,56,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-04-29,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,157,550,-273,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-04-30,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,0,214,-128,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-01,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,4,222,-137,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-02,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,0,214,-128,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-03,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,0,214,-128,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-04,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,126,483,-398,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-05,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,99,426,-149,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-05-06,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,107,443,-166,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-05-07,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,147,528,-443,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-08,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,140,513,-428,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-09,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,104,436,-351,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-10,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,142,518,-432,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-11,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,65,353,-267,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-12,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,144,522,-245,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-05-13,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,111,451,-175,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-05-14,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,71,366,-280,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-15,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,131,494,-409,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-16,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,118,466,-381,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-17,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,101,430,-344,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-18,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,155,545,-460,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-19,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,144,522,-245,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-05-20,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,145,524,-247,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-05-21,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,95,417,-332,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-22,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,90,406,-321,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-23,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,211,665,-580,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-24,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,179,597,-511,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-25,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,93,413,-327,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-26,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,162,560,-284,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-05-27,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,148,530,-254,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-05-28,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,139,511,-426,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-29,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,72,368,-282,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-30,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,140,513,-428,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-05-31,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,265,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-01,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,171,580,-494,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-02,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,125,481,-205,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-06-03,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,78,381,-104,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-06-04,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,130,492,-406,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-05,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,130,492,-406,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-06,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,125,481,-396,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-07,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,112,453,-368,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-08,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,255,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-09,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,0,214,63,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-06-10,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,0,214,63,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-06-11,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,0,214,-128,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-12,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,20,257,-171,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-13,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,39,297,-212,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-14,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,0,214,-128,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-15,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,80,385,-299,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-16,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,14,244,33,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-06-17,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,60,342,-66,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-06-18,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,132,496,-411,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-19,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,211,665,-580,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-20,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,152,539,-453,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-21,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,63,349,-263,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-22,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,424,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-23,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,101,430,-153,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-06-24,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,81,387,-111,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-06-25,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,134,500,-415,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-26,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,101,430,-344,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-27,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,118,466,-381,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-28,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,128,488,-402,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-29,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,433,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-06-30,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,137,507,-230,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-07-01,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,127,485,-209,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-07-02,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,110,449,-364,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-03,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,80,385,-299,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-04,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,77,379,-293,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-05,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,88,402,-317,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-06,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,53,327,-242,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-07,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,287,713,-436,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-07-08,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,131,494,-218,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-07-09,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,113,456,-370,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-10,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,91,408,-323,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-11,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,89,404,-319,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-12,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,258,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-13,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,101,430,-344,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-14,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,126,483,-207,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-07-15,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,129,490,-213,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-07-16,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,141,515,-430,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-17,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,107,443,-357,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-18,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,77,379,-293,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-19,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,210,663,-578,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-20,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,190,620,-535,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-21,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,96,419,-143,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-07-22,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,151,537,-260,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-07-23,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,69,361,-276,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-24,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,82,389,-304,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-25,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,124,479,-394,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-26,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,307,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-27,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,169,575,-490,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-28,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,130,492,-215,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-07-29,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,105,438,-162,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-07-30,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,147,528,-443,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-07-31,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,87,400,-314,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-01,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,80,385,-299,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-02,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,142,518,-432,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-03,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,411,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-04,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,112,453,-177,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-08-05,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,115,460,-183,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-08-06,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,136,505,-419,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-07,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,101,430,-344,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-08,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,187,614,-528,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-09,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,500,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-10,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,135,503,-417,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-11,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,98,423,-147,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-08-12,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,285,713,-436,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-08-13,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,177,592,-507,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-14,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,88,402,-317,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-15,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,289,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-16,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,142,518,-432,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-17,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,148,530,-445,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-18,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,119,468,-192,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-08-19,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,457,713,-436,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-08-20,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,144,522,-436,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-21,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,229,704,-618,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-22,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,238,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-23,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,82,389,-304,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-24,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,89,404,-319,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-25,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,493,713,-436,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-08-26,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,380,713,-436,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-08-27,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,165,567,-481,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-28,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,89,404,-319,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-29,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,136,505,-419,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-30,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,113,456,-370,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-08-31,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,271,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-01,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,127,485,-209,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-09-02,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,114,458,-181,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
