date,kcal,protein_g,carb_g,sugar_g,fiber_g,fat_g,satfat_g,magnesium_mg,potassium_mg,sodium_mg,vit_index,min_index,plants_day,plants_7d,tss,carb_target_g,carb_gap_g,microbiome,kcal_observed,kcal_assumed,n_items,cnt_avocado,cnt_lenticchie,cnt_uova,cnt_banane,cnt_ceci,cnt_avena,cnt_patate_dolci,cnt_caffe
2024-12-07,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,139,511,-426,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-08,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,115,460,-374,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-09,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,106,441,-164,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2024-12-10,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,71,366,-89,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2024-12-11,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,98,423,-338,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-12,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,75,374,-289,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-13,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,0,214,-128,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-14,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,51,323,-237,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-15,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,267,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-16,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,23,263,13,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2024-12-17,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,60,342,-66,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2024-12-18,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,98,423,-338,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-19,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,86,398,-312,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-20,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,171,580,-494,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-21,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,5,225,-139,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-22,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,46,312,-227,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-23,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,56,334,-57,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2024-12-24,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,151,537,-260,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2024-12-25,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,72,368,-282,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-26,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,265,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-27,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,98,423,-338,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-28,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,67,357,-272,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-29,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,86,398,-312,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2024-12-30,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,40,299,-23,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2024-12-31,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,289,713,-436,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-01-01,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,329,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-02,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,79,383,-297,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-03,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,377,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-04,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,180,599,-513,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-05,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,117,464,-379,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-06,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,104,436,-160,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-01-07,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,86,398,-121,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-01-08,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,82,389,-304,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-09,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,167,571,-486,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-10,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,91,408,-323,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-11,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,184,607,-522,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-12,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,33,284,-199,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-13,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,112,453,-177,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-01-14,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,112,453,-177,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-01-15,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,112,453,-368,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-16,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,98,423,-338,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-17,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,183,605,-520,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-18,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,281,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-19,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,108,445,-359,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-20,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,116,462,-185,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-01-21,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,65,353,-76,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-01-22,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,134,500,-415,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-23,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,121,473,-387,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-24,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,178,595,-509,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-25,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,214,672,-586,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-26,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,151,537,-451,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-27,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,109,447,-170,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-01-28,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,83,391,-115,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-01-29,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,181,601,-515,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-30,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,192,625,-539,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-01-31,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,45,310,-225,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-01,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,75,374,-289,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-02,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,104,436,-351,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-03,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,73,370,-93,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-02-04,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,82,389,-113,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-02-05,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,58,338,-252,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-06,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,99,426,-340,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-07,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,38,295,-210,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-08,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,213,669,-584,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-09,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,65,353,-267,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-10,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,96,419,-143,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-02-11,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,0,214,63,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-02-12,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,44,308,-222,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-13,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,65,353,-267,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-14,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,210,663,-578,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-15,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,138,509,-424,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-16,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,114,458,-372,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-17,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,76,376,-100,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-02-18,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,97,421,-145,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-02-19,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,81,387,-302,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-20,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,122,475,-389,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-21,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,126,483,-398,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-22,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,168,573,-488,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-23,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,126,483,-398,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-24,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,114,458,-181,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-02-25,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,83,391,-115,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-02-26,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,0,214,-128,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-27,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,177,592,-507,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-02-28,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,67,357,-272,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-01,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,559,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-02,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,242,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-03,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,129,490,-213,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-03-04,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,81,387,-111,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-03-05,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,140,513,-428,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-06,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,136,505,-419,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-07,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,132,496,-411,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-08,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,375,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-09,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,168,573,-488,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-10,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,133,498,-222,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-03-11,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,131,494,-218,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-03-12,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,167,571,-486,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-13,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,132,496,-411,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-14,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,94,415,-329,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-15,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,160,556,-471,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-16,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,213,669,-584,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-17,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,108,445,-168,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-03-18,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,119,468,-192,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-03-19,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,143,520,-434,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-20,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,106,441,-355,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-21,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,202,646,-560,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-22,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,160,556,-471,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-23,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,107,443,-357,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-24,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,141,515,-239,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-03-25,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,81,387,-111,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-03-26,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,162,560,-475,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-27,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,155,545,-460,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-28,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,154,543,-458,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-29,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,447,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-30,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,142,518,-432,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-03-31,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,227,699,-423,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-04-01,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,76,376,-100,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-04-02,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,299,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-03,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,89,404,-319,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-04,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,383,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-05,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,50,321,-235,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-06,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,231,708,-622,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-07,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,222,689,-412,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-04-08,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,99,426,-149,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-04-09,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,0,214,-128,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-10,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,84,394,-308,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-11,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,93,413,-327,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-12,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,483,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-13,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,143,520,-434,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-14,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,206,654,-378,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-04-15,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,134,500,-224,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-04-16,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,197,635,-550,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-17,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,86,398,-312,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-18,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,306,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-19,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,609,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-04-20,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,98,423,-338,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
