date,name,type,moving_time_s,elapsed_time_s,distance_m,elevation_m,calories,training_load,intensity,avg_hr,max_hr,avg_power_w,np_w
2021-02-19,Afternoon Run,Run,3095,3324,10403.1,318.0,632,41,68.82472,137,158,,
2021-02-20,Morning Run,Run,5370,6044,12015.43,1056.0,1033,77,71.541374,140,167,,
2021-02-21,Morning Ride,Ride,17873,19050,155005.52,1115.0,3215,289,76.155464,145,177,,
2021-02-23,Lunch Run,Run,3460,3509,11853.38,434.0,854,72,85.995056,155,173,,
2021-02-24,Lunch Ride,Ride,5441,5737,35152.25,1027.0,1192,93,78.349304,147,178,,
2021-02-25,Lunch Ride,Ride,5127,5308,33525.06,1037.0,1081,90,79.2329,146,180,,
2021-02-25,Afternoon Run,Run,2648,2807,8613.05,317.0,639,49,81.61882,149,175,,
2021-02-26,Lunch Run,Run,2700,2778,10013.87,247.0,660,55,85.44521,152,182,,
2021-02-27,Morning Run,Run,5192,5193,18015.66,388.0,1353,114,88.907074,158,185,,
2021-02-28,Morning Ride,Ride,16264,20830,108397.68,3076.0,2735,239,72.387505,139,185,,
2021-03-01,Afternoon Run,Run,3516,3520,11732.92,210.0,664,42,65.567665,135,146,,
2021-03-03,Afternoon VirtualRide,VirtualRide,5119,5118,31351.15,1058.0,973,125,93.6,0,0,199,234
2021-03-04,Afternoon Run,Run,2919,2921,12040.25,106.0,866,95,108.24205,172,185,,
2021-03-05,Afternoon VirtualRide,VirtualRide,3985,3984,30276.56,582.0,836,91,90.8,0,0,220,227
2021-03-06,Lunch Run,Run,4351,4391,14104.64,460.0,1096,91,86.731705,155,174,,
2021-03-07,Morning Ride,Ride,20546,22822,171534.08,2096.0,3454,311,73.76511,141,176,,
2021-03-08,Afternoon Run,Run,3530,3546,12006.32,174.0,667,41,64.52605,134,147,,
2021-03-09,Afternoon VirtualRide,VirtualRide,3549,3548,40714.56,179.0,915,132,115.6,0,0,270,289
2021-03-11,Lunch Ride,Ride,6007,6064,44115.73,950.0,1277,103,78.20348,145,180,,
2021-03-12,Afternoon Run,Run,1950,2196,8003.6,126.0,475,32,76.23851,146,161,,
2021-03-12,Evening Run,Run,375,400,1250.42,138.0,87,5,,134,156,,
2021-03-13,Morning Run,Run,5251,5281,18009.09,535.0,1414,121,90.82951,158,173,,
2021-03-16,Lunch Ride,Ride,4790,4870,28541.13,1038.0,873,65,69.87217,139,167,,
2021-03-18,Bike / X (The Snowy Hazard + 4km),Ride,4547,4628,30943.336,768.10004,,,,,,,
2021-03-19,Lunch Run,Run,3285,3288,10368.01,606.0,681,79,93.04587,160,179,,
2021-03-20,Morning Run,Run,5290,5334,21205.02,157.0,1232,145,98.94416,165,184,,
2021-03-23,Morning Run,Run,3301,3373,10825.62,402.0,891,74,89.563835,159,178,,
2021-03-24,Afternoon VirtualRide,VirtualRide,4982,4983,31399.38,1058.0,978,123,94.4,0,0,205,236
2021-03-25,Morning Run,Run,3048,3078,11514.63,125.0,519,44,71.771996,140,157,,
2021-03-26,Afternoon Ride,Ride,4682,5126,34049.2,852.0,1018,96,85.89709,149,185,,
2021-03-27,Morning Run,Run,4294,4295,16005.4,138.0,881,90,86.864334,154,171,,
2021-03-28,Morning Ride,Ride,11196,11747,100263.68,1247.0,2253,197,79.38362,147,181,,
2021-03-30,Evening Run,Run,3908,4263,15002.97,236.0,904,94,93.04271,159,185,,
2021-03-31,Lunch Ride,Ride,3594,3609,30392.94,410.0,752,55,74.07972,142,166,,
2021-04-02,Morning Ride,Ride,24968,27215,169061.86,4648.0,4589,479,82.87133,148,185,,
2021-04-03,Morning Run,Run,3510,3733,12504.25,427.0,789,71,85.33494,154,182,,
2021-04-04,Morning Ride,Ride,14393,15113,120035.61,1505.0,2259,193,69.4574,138,169,,
2021-04-06,Morning Ride,Ride,6282,6762,38511.91,1075.0,1338,105,77.30032,145,177,,
2021-04-06,Morning Run,Run,1972,1974,7032.78,298.0,507,48,93.58545,160,178,,
2021-04-07,Lunch Run,Run,2188,2491,8015.72,294.0,456,43,83.075096,149,182,,
2021-04-08,Afternoon Ride,Ride,11849,12039,83144.81,1943.0,2419,233,83.935616,149,184,,
2021-04-10,Morning Ride,Ride,15050,16482,112292.74,2137.0,2846,240,75.63292,139,174,,
2021-04-11,Lunch Run,Run,2959,2999,12008.08,111.0,755,70,92.284294,160,181,,
2021-04-13,Afternoon Run,Run,3705,3957,13176.39,433.0,892,78,86.498634,155,179,,
2021-04-14,Afternoon Ride,Ride,7699,15690,60032.28,1147.0,1593,122,75.34334,140,174,,
2021-04-15,Afternoon Run,Run,3271,3306,12168.68,247.0,796,57,78.81963,147,161,,
2021-04-16,Afternoon Ride,Ride,4068,4105,28115.22,529.0,666,44,62.148792,130,169,,
2021-04-17,Morning Ride,Ride,16375,19566,122091.71,3058.0,3401,290,79.66253,144,174,,
2021-04-18,Morning Run,Run,2229,2230,9005.09,62.0,565,43,83.33558,148,174,,
2021-04-18,Morning Run,Run,1221,1222,4012.48,99.0,317,21,78.68701,148,161,,
2021-04-20,Afternoon Ride,Ride,5554,5762,41914.16,808.0,1181,105,82.49791,150,184,,
2021-04-21,Afternoon Run,Run,3282,3556,10988.62,413.0,756,57,78.855446,147,171,,
2021-04-22,Afternoon Ride,Ride,8846,9205,73723.17,1420.0,1869,189,87.691925,155,185,,
2021-04-24,Morning Ride,Ride,14343,16185,106822.82,1914.0,2534,230,75.76827,139,183,,
2021-04-25,Morning Run,Run,4732,4901,17009.49,374.0,1277,103,88.47451,155,176,,
2021-04-26,Run / X (Monday Chill),Run,3189,3245,11013.428,385.0,,,,,,,
2021-04-27,"Bike / X (Garmin scarico, cellulare ubriaco)",Ride,1405,1410,13730.048,10.100006,,,,,,,
2021-04-29,Lunch Run,Run,2681,2725,9500.54,270.0,744,71,97.64095,162,185,,
2021-04-29,Evening Swim,Swim,3141,3967,2625.0,,610,88,89.37504,,,,
2021-04-30,Afternoon Run,Run,2969,2977,11008.0,144.0,819,65,88.67301,157,171,,
2021-05-01,Morning Ride,Ride,17905,19068,141380.0,2325.0,3124,275,74.22593,136,173,,
2021-05-02,Morning Swim,Swim,2848,3536,2425.0,,569,84,92.490295,,,,
2021-05-02,Lunch Run,Run,2246,2251,8012.92,369.0,558,36,75.92842,147,162,,
2021-05-04,Afternoon Run,Run,2909,3159,12007.88,203.0,879,92,106.70218,170,185,,
2021-05-05,Afternoon Ride,Ride,8292,8873,58656.23,1536.0,1421,120,71.82067,141,171,,
2021-05-06,Lunch Run,Run,3129,3207,11395.41,234.0,890,77,93.058014,162,178,,
2021-05-08,Morning Ride,Ride,4863,6708,36859.93,355.0,672,37,51.413826,113,164,,
2021-05-08,Lunch Ride,Ride,838,841,4490.39,309.0,251,29,111.616455,176,185,,
2021-05-08,Lunch Ride,Ride,1395,1533,7855.29,295.0,315,23,76.93188,133,167,,
2021-05-09,Morning Swim,Swim,2824,3381,2400.0,,560,83,94.02253,,,,
2021-05-09,Morning Run,Run,3602,3651,14020.58,526.0,1016,88,93.61349,162,178,,
2021-05-10,Lunch Ride,Ride,4606,4848,32127.85,904.0,1007,79,78.47617,143,174,,
2021-05-11,Evening VirtualRide,VirtualRide,2762,2761,30984.94,,722,92,109.6,,,262,274
2021-05-12,Evening Run,Run,2454,2478,8010.73,203.0,551,33,69.25406,139,152,,
2021-05-14,Afternoon VirtualRide,VirtualRide,3305,3304,33994.47,43.0,751,83,95.2,,,228,238
2021-05-15,Morning Ride,Ride,18636,24529,131516.38,2796.0,3646,303,75.97796,138,174,,
2021-05-16,Morning Swim,Swim,2556,3258,2100.0,,483,68,86.69556,,,,
2021-05-17,Afternoon Ride,Ride,8993,10034,67400.42,1685.0,1758,141,75.01247,141,174,,
2021-05-18,Lunch Run,Run,4170,4688,14505.53,752.0,1068,85,85.35639,153,178,,
2021-05-19,Lunch Ride,Ride,4821,4872,42146.39,585.0,990,72,73.29407,139,182,,
2021-05-20,Afternoon Run,Run,2296,2466,9007.99,229.0,637,51,89.42324,158,182,,
2021-05-22,Morning Ride,Ride,9583,10213,66884.31,1594.0,2039,180,82.12845,147,174,,
2021-05-22,Lunch Run,Run,2344,2671,8001.82,302.0,630,53,90.04886,157,180,,
2021-05-23,Morning Swim,Swim,3555,4585,3000.0,,697,103,89.938896,,,,
2021-05-23,Lunch Ride,Ride,7058,7404,60339.3,918.0,1485,122,78.55108,144,170,,
2021-05-24,Evening VirtualRide,VirtualRide,3609,3610,39009.69,,852,94,96.8,,,236,242
2021-05-25,Afternoon Run,Run,5028,5067,18023.7,597.0,1268,104,85.967705,155,177,,
2021-05-26,Afternoon Ride,Ride,10547,11340,66870.23,1903.0,2059,167,75.13016,144,181,,
2021-05-27,Morning Ride,Ride,2383,2405,23947.51,25.0,429,22,57.397816,124,154,,
2021-05-27,Morning Run,Run,1969,2033,8019.31,100.0,561,48,93.60918,161,178,,
2021-05-28,Evening Swim,Swim,2495,3335,2200.0,,523,82,94.09692,,,,
2021-05-28,Evening Swim,Swim,372,374,300.0,,69,9,,,,,
2021-05-29,Morning Ride,Ride,21698,23459,164811.9,2949.0,4180,342,75.2739,137,170,,
2021-05-30,Lunch Run,Run,2977,2978,10011.07,346.0,667,41,70.41315,141,156,,
2021-05-31,Morning Ride,Ride,7317,7681,55144.28,770.0,1140,75,60.420376,128,165,,
2021-05-31,Afternoon Swim,Swim,2525,3756,2250.0,,535,86,90.80202,,,,
2021-06-02,Morning Ride,Ride,29331,33971,169072.05,6182.0,5768,515,79.28848,145,182,,
2021-06-03,Evening Run,Run,2573,2589,10022.31,110.0,727,61,92.16922,161,178,,
2021-06-07,Lunch Run,Run,3434,3604,12011.49,379.0,933,79,88.84493,157,176,,
2021-06-08,Afternoon Run,Run,3719,3723,12506.91,362.0,1047,93,94.842834,163,185,,
2021-06-09,Evening OpenWaterSwim,OpenWaterSwim,336,1321,214.09,,134,4,,,,,
2021-06-10,Lunch Run,Run,3283,3777,12635.7,377.0,934,87,95.4183,163,185,,
2021-06-12,Evening Rowing,Rowing,1590,1702,2542.97,,154,4,29.14717,94,102,,
2021-06-13,Afternoon Ride,Ride,8572,9057,59987.37,1391.0,1955,193,89.722084,154,185,,
2021-06-14,Morning Run,Run,3543,4166,11050.81,425.0,798,64,79.811775,147,171,,
2021-06-17,Lunch Ride,Ride,5710,5964,47491.44,687.0,1404,119,86.293396,148,180,,
2021-06-17,Night Run,Run,1482,1487,6008.98,53.0,431,42,100.905,165,185,,
2021-06-18,Afternoon Swim,Swim,3006,3986,2566.6667,,543,90,90.16923,,,,
2021-06-19,Morning Swim,Swim,2308,2826,2025.0,,486,75,97.76258,,,,
2021-06-19,Morning Swim,Swim,619,622,500.0,,114,16,96.308685,,,,
2021-06-19,Lunch Run,Run,4664,5308,15021.2,602.0,1294,119,95.80889,163,182,,
2021-06-20,Morning Ride,Ride,9349,9352,75247.21,1022.0,1609,111,65.37778,129,165,,
2021-06-20,Morning Run,Run,2489,2519,8012.1,220.0,347,32,67.66606,136,155,,
2021-06-21,Evening Run,Run,3058,3108,11018.29,107.0,788,57,81.88945,150,175,,
2021-06-22,Afternoon Ride,Ride,7771,10359,56313.73,996.0,1451,94,65.824814,133,168,,
2021-06-23,Evening Run,Run,2407,2739,10005.4,141.0,669,60,94.730286,161,181,,
2021-06-24,Evening OpenWaterSwim,OpenWaterSwim,1016,1203,903.56,,208,34,103.482666,,,,
2021-06-25,Morning Ride,Ride,3727,3728,25283.12,466.0,640,37,59.782272,128,165,,
2021-06-26,Morning Swim,Swim,2141,2589,1900.0,,454,72,100.07725,,,,
2021-06-26,Lunch Swim,Swim,482,484,400.0,,94,13,,,,,
2021-06-26,Afternoon Ride,Ride,5915,6098,50457.02,597.0,1250,91,74.39569,140,167,,
2021-06-27,Morning OpenWaterSwim,OpenWaterSwim,2282,2285,1751.71,0.0,382,1,12.56011,121,167,,
2021-06-27,Transition,Transition,98,412,268.56,13.0,22,3,,154,176,,
2021-06-27,Morning Ride,Ride,6715,6723,58903.17,1115.0,1561,142,87.20596,155,171,,
2021-06-27,Transition,Transition,13,55,66.62,0.0,2,1,,147,155,,
2021-06-27,Lunch Run,Run,969,1170,3333.95,103.0,211,21,87.6078,156,166,,
2021-06-29,Afternoon Swim,Swim,1805,2218,1650.0,,394,66,103.52384,,,,
2021-06-29,Afternoon Swim,Swim,860,1070,750.0,,178,27,95.35518,,,,
2021-06-29,Afternoon Run,Run,3201,3300,12015.19,53.0,898,75,91.65559,159,173,,
2021-06-30,Morning Run,Run,2832,3328,12008.45,142.0,762,68,92.97348,160,177,,
2021-07-01,Afternoon Ride,Ride,3672,4975,26378.45,771.0,861,62,77.85835,145,164,,
2021-07-02,Morning Ride,Ride,17531,19266,110397.86,3644.0,3613,318,80.795494,148,182,,
2021-07-03,Morning Ride,Ride,3252,4625,19179.57,547.0,445,22,48.746666,114,150,,
2021-07-04,Morning Ride,Ride,19905,20204,135813.52,4217.0,4003,371,81.554054,146,166,,
2021-07-06,Afternoon Swim,Swim,2238,2667,2000.0,,478,77,101.96862,,,,
2021-07-06,Evening Swim,Swim,606,610,500.0,,118,16,97.25291,,,,
2021-07-06,Evening Run,Run,1835,1836,7015.39,20.0,521,42,90.77325,159,175,,
2021-07-07,Evening Run,Run,2322,2323,9001.65,43.0,656,57,94.00643,160,179,,
2021-07-07,Evening Run,Run,575,576,2005.52,55.0,161,12,,156,164,,
2021-07-08,Afternoon VirtualRide,VirtualRide,2259,2258,23160.69,0.0,465,52,90.8,,,206,227
2021-07-08,Evening Run,Run,1239,1241,5011.32,113.0,379,40,107.76318,173,185,,
2021-07-10,Morning Ride,Ride,3692,3819,23825.81,356.0,534,26,50.330437,116,150,,
2021-07-11,Morning OpenWaterSwim,OpenWaterSwim,2323,2324,1808.21,0.0,395,53,90.628456,171,171,,
2021-07-11,Transition,Transition,163,241,442.69,17.0,38,5,,169,183,,
2021-07-11,Morning Ride,Ride,9199,9201,80981.92,1421.0,1938,193,86.90797,153,176,,
2021-07-11,Transition,Transition,99,141,292.76,5.0,19,1,,139,145,,
2021-07-11,Morning Run,Run,5335,5339,19110.19,401.0,1078,113,87.29738,157,165,,
2021-07-13,Evening Ride,Ride,3772,3917,27013.27,427.0,630,38,59.39353,128,160,,
2021-07-14,Morning Run,Run,3159,3294,10114.94,236.0,604,37,64.78115,133,153,,
2021-07-15,Afternoon Ride,Ride,2853,3022,27997.92,190.0,567,36,67.10535,134,165,,
2021-07-15,Evening Run,Run,1972,1996,8014.49,121.0,534,42,87.07898,157,174,,
2021-07-16,Afternoon Swim,Swim,2279,2855,2000.0,,477,74,96.61401,,,,
2021-07-17,Morning Ride,Ride,20705,24870,148789.34,3180.0,3818,296,71.57912,137,184,,
2021-07-18,Afternoon Run,Run,3112,3115,12012.15,119.0,836,68,88.6923,156,181,,
2021-07-19,Lunch Run,Run,2815,2816,9002.63,234.0,663,41,72.410904,141,164,,
2021-07-19,Afternoon Swim,Swim,1799,2360,1650.0,,394,67,101.11712,,,,
2021-07-19,Evening Swim,Swim,1306,1766,1100.0,,257,37,86.87199,,,,
2021-07-20,Afternoon Ride,Ride,7312,8258,49853.7,1197.0,1271,84,63.904045,131,176,,
2021-07-21,Afternoon Run,Run,3577,3634,14006.17,137.0,892,68,82.530914,147,179,,
2021-07-22,Afternoon Run,Run,3270,3498,6363.48,512.0,561,25,52.191673,118,154,,
2021-07-24,Morning Ride,Ride,15223,24969,109888.98,1902.0,2464,163,60.60536,129,173,,
2021-07-24,Night OpenWaterSwim,OpenWaterSwim,71,81,4.67,,5,0,,,,,
2021-07-25,Lunch Ride,Ride,8949,9642,75423.92,878.0,1609,128,71.50652,140,171,,
2021-07-27,Evening Run,Run,3278,3279,13010.37,155.0,873,69,87.05051,156,184,,
2021-07-28,Morning Ride,Ride,2398,2400,22726.11,77.0,542,37,74.52938,141,175,,
2021-07-28,Night Run,Run,2645,3808,9498.88,244.0,613,39,72.42014,141,163,,
2021-07-29,Afternoon Swim,Swim,2780,3495,2500.0,,553,97,99.971375,,,,
2021-07-30,Lunch Run,Run,2532,2533,10011.46,109.0,746,68,98.32724,165,185,,
2021-07-31,Morning Ride,Ride,15456,16816,115247.1,2167.0,3001,222,71.8874,132,165,,
2021-08-01,Morning Swim,Swim,2742,3326,4450.0,,1055,563,246.89348,,,,
2021-08-01,Morning Run,Run,2858,2914,10011.77,39.0,608,36,67.09369,138,149,,
2021-08-02,Morning Ride,Ride,1347,1349,16663.59,11.0,328,24,80.089035,147,172,,
2021-08-02,Morning Ride,Ride,2138,2177,19558.46,155.0,516,32,72.8109,143,164,,
2021-08-03,Afternoon Ride,Ride,3223,3769,35262.01,192.0,757,53,76.29301,143,174,,
2021-08-03,Evening Run,Run,2561,2572,10045.0,127.0,709,54,86.97242,155,175,,
2021-08-04,Afternoon Run,Run,2952,3227,10010.31,227.0,583,35,64.47514,133,152,,
2021-08-05,Evening Ride,Ride,2874,3665,21904.6,483.0,466,25,55.5937,117,163,,
2021-08-06,Morning Ride,Ride,27144,32766,208673.14,3344.0,4903,398,71.927025,140,173,,
2021-08-07,Morning Swim,Swim,2692,3709,2400.0,,574,92,94.50946,,,,
2021-08-08,Morning Run,Run,4589,13837,16013.2,171.0,1054,64,70.32259,139,170,,
2021-08-09,Morning Ride,Ride,3219,4703,35015.11,81.0,538,28,54.936,122,143,,
2021-08-09,Morning VirtualRun,VirtualRun,2333,2431,10000.0,,600,39,76.09002,145,173,,
2021-08-10,Morning Run,Run,3062,3485,12019.2,182.0,779,57,80.903984,150,170,,
2021-08-11,Afternoon OpenWaterSwim,OpenWaterSwim,2601,3108,1908.23,,1444,49,80.57577,,,,
2021-08-12,Lunch OpenWaterSwim,OpenWaterSwim,3514,5460,2501.42,,540,61,73.25687,,,,
2021-08-13,Lunch Run,Run,4425,6342,16010.9,334.0,1198,96,87.95872,155,179,,
2021-08-17,Morning Ride,Ride,7550,8065,57546.68,961.0,1538,110,72.3412,137,164,,
2021-08-17,Afternoon Run,Run,1946,1957,6999.61,214.0,502,41,86.86778,152,181,,
2021-08-18,Morning Swim,Swim,2121,2938,2000.0,,475,85,102.072495,,,,
2021-08-18,Morning Run,Run,3057,3059,12010.68,125.0,897,81,97.666595,165,179,,
2021-08-19,Morning Ride,Ride,4449,4493,36275.18,640.0,983,64,71.95504,139,164,,
2021-08-19,Morning Ride,Ride,3823,3830,32336.67,481.0,729,47,66.527016,132,172,,
2021-08-20,Morning Run,Run,3158,3177,13007.03,78.0,920,86,98.73252,165,183,,
2021-08-20,Evening Ride,Ride,4663,4831,25345.5,817.0,6,47,59.98086,123,170,,
2021-08-21,Morning Swim,Swim,2840,3488,2600.0,,623,105,104.116585,,,,
2021-08-21,Lunch Run,Run,3047,3171,10058.01,297.0,754,52,78.382065,145,171,,
2021-08-22,Morning Ride,Ride,20910,23516,159225.27,2833.0,4317,492,92.0,137,164,207,230
2021-08-23,Morning Swim,Swim,2625,3544,2500.0,,600,109,105.23953,,,,
2021-08-23,Lunch Run,Run,2350,2743,10014.15,106.0,659,57,93.44472,161,176,,
2021-08-25,Evening Run,Run,4319,4320,15555.08,351.0,1081,77,80.11337,146,173,,
2021-08-26,Morning Ride,Ride,9803,10574,76432.03,1318.0,2030,279,101.2,135,174,206,253
2021-08-26,Afternoon Swim,Swim,2047,2799,2000.0,,400,92,108.798096,,,,
2021-08-28,Morning Run,Run,3465,3999,14009.92,73.0,909,78,90.021645,157,177,,
2021-08-29,Night VirtualRide,VirtualRide,3599,3598,39671.71,,897,119,109.2,,,250,273
2021-08-30,Afternoon VirtualRide,VirtualRide,3428,3427,38018.11,,863,109,107.2,,,252,268
2021-08-30,Evening Run,Run,2019,2020,8010.47,136.0,566,51,95.36043,164,185,,
2021-08-31,Evening Run,Run,1744,2414,8008.51,63.0,418,32,81.22769,147,179,,
2021-09-01,Evening Ride,Ride,4927,5147,52055.64,252.0,1275,166,110.0,152,178,253,275
2021-09-02,Lunch Run,Run,3636,3724,13024.45,344.0,885,69,82.47274,152,166,,
2021-09-03,Afternoon Swim,Swim,2609,3357,2500.0,,500,110,108.62671,,,,
2021-09-04,Morning Run,Run,2759,2840,10009.8,291.0,725,61,88.718475,155,178,,
2021-09-04,Lunch Ride,Ride,10417,10715,77558.82,1666.0,1944,143,70.20788,133,170,,
2021-09-05,Morning Run,Run,3024,3700,13005.74,143.0,829,83,99.40298,164,180,,
2021-09-05,Afternoon Swim,Swim,2020,2936,2000.0,,402,94,107.37697,,,,
2021-09-07,Afternoon VirtualRide,VirtualRide,4690,4689,50500.32,,1102,145,105.6,,,235,264
2021-09-07,Evening Run,Run,1917,1919,8011.08,36.0,500,36,82.22265,151,172,,
2021-09-08,Afternoon Run,Run,2946,2948,11941.67,85.0,814,75,95.73385,163,180,,
2021-09-09,Afternoon Ride,Ride,4968,4967,54038.26,255.0,1319,173,112.0,152,182,266,280
2021-09-10,Afternoon Swim,Swim,2343,3481,2250.0,,450,100,101.709526,,,,
2021-09-11,Morning Swim,Swim,2347,3004,2250.0,,450,99,108.940956,,,,
2021-09-11,Morning Run,Run,2705,2735,11006.81,49.0,746,58,87.390854,157,172,,
2021-09-12,Afternoon Ride,Ride,5343,5372,58526.4,245.0,1368,159,103.6,159,170,255,259
2021-09-12,Afternoon Run,Run,2806,2808,11008.3,68.0,805,69,94.08751,162,170,,
2021-09-14,Afternoon Run,Run,2384,3321,11003.45,90.0,605,51,87.337006,155,179,,
2021-09-15,Lunch VirtualRide,VirtualRide,2565,2564,29112.34,,690,91,112.8,,,269,282
2021-09-15,Evening Run,Run,2833,10246,10077.81,401.0,566,33,63.033676,131,150,,
2021-09-16,Morning VirtualRide,VirtualRide,4532,4531,48059.89,,1013,117,96.4,,,224,241
2021-09-17,Lunch Swim,Swim,2343,3014,2250.0,,450,100,109.30793,,,,
2021-09-17,Evening VirtualRide,VirtualRide,2653,2652,27009.14,,525,47,80.0,,,198,200
2021-09-18,Morning Ride,Ride,12442,14463,95695.9,1742.0,2542,164,68.7118,129,165,,
2021-09-18,Afternoon Swim,Swim,2163,3183,2200.0,,443,109,111.048935,,,,
2021-09-19,Morning Run,Run,3641,4120,16008.07,123.0,1029,84,91.134026,159,172,,
2021-09-20,Morning VirtualRide,VirtualRide,3003,3005,32240.9,,712,96,107.2,,,237,268
2021-09-21,Morning Run,Run,3473,3497,14009.24,33.0,923,68,83.69165,152,173,,
2021-09-22,Morning Run,Run,3261,3346,13244.99,99.0,893,67,85.35109,155,171,,
2021-09-23,Lunch Swim,Swim,2197,3044,2250.0,,450,113,115.62174,,,,
2021-09-23,Afternoon VirtualRide,VirtualRide,4980,4979,54886.56,,1246,165,109.2,,,251,273
2021-09-24,Morning Run,Run,3397,3398,14011.63,45.0,973,79,91.499146,160,173,,
2021-09-25,Morning Ride,Ride,12662,15770,66624.17,2756.0,2518,184,72.07274,135,179,,
2021-09-26,Morning Swim,Swim,2394,3372,2400.0,,480,116,111.30146,,,,
2021-09-27,Morning Run,Run,2651,2654,11005.8,39.0,694,47,79.86041,149,161,,
2021-09-28,Afternoon Ride,Ride,1462,1616,11774.64,53.0,217,17,64.0,102,127,148,160
2021-09-30,Lunch Swim,Swim,1612,1710,1500.0,,300,62,114.28153,,,,
2021-09-30,Afternoon Ride,Ride,2400,2471,24592.43,129.0,544,70,102.8,131,158,225,257
2021-10-03,Morning OpenWaterSwim,OpenWaterSwim,649,784,613.89,0.0,127,6,57.69053,130,166,,
2021-10-03,Transition,Transition,169,288,473.03,10.0,33,5,,153,166,,
2021-10-03,Morning Ride,Ride,8758,8796,91607.61,449.0,2002,230,97.2,157,169,228,243
2021-10-03,Transition,Transition,78,197,338.54,3.0,15,3,,150,159,,
2021-10-03,Lunch Run,Run,6887,6909,20921.92,112.0,1091,124,80.38702,150,171,,
2021-10-07,Afternoon VirtualRide,VirtualRide,3120,3122,34399.92,,780,97,106.0,,,250,265
2021-10-08,Evening Run,Run,3183,3340,10015.82,387.0,671,47,72.57924,138,180,,
2021-10-09,Morning Run,Run,2278,2279,10023.19,59.0,683,54,92.37858,161,176,,
2021-10-10,Morning Ride,Ride,8869,9824,73666.74,1154.0,1608,117,68.759026,136,176,,
2021-10-11,Afternoon Run,Run,3966,4043,14009.26,306.0,849,67,77.72111,146,174,,
2021-10-12,Afternoon Ride,Ride,3385,3457,24895.64,478.0,733,44,68.11548,138,162,,
2021-10-13,Morning Ride,Ride,2298,2312,23875.83,22.0,401,19,54.474415,118,144,,
2021-10-13,Morning Run,Run,1879,1880,8034.51,22.0,500,36,83.0499,152,167,,
2021-10-14,Morning Run,Run,2784,2970,10199.67,196.0,665,46,77.06972,147,164,,
2021-10-15,Lunch Swim,Swim,2130,2593,2000.0,,400,85,108.65337,,,,
2021-10-17,Morning Run,Run,895,941,2132.2,96.0,152,7,52.915028,121,141,,
2021-10-17,Morning Run,Run,3156,3162,6578.5,954.0,986,89,100.677864,167,179,,
2021-10-18,Afternoon VirtualRide,VirtualRide,3602,3601,37800.65,,790,95,97.2,,,220,243
2023-04-11,Afternoon Ride,Ride,4866,5180,32549.61,646.0,1024,96,84.4,135,172,186,211
2023-04-12,Morning Ride,Ride,8064,41779,60515.45,924.0,1853,191,92.4,141,182,204,231
2023-04-13,Afternoon Run,Run,2996,3014,10002.22,307.0,743,64,87.44635,155,182,,
2023-04-14,Morning Run,Run,3421,3462,12552.19,178.0,895,73,87.13886,156,176,,
2023-04-15,Afternoon Ride,Ride,9132,9234,76303.71,930.0,2064,188,86.0,139,166,200,215
2023-04-16,Morning Run,Run,2138,2139,10111.29,40.0,700,58,98.82377,165,185,,
2023-04-16,Lunch Ride,Ride,8505,8962,58896.51,1431.0,1991,218,96.0,141,163,208,240
2023-04-17,Morning Ride,Ride,6642,39445,54830.67,546.0,1411,124,82.0,136,166,187,205
2023-04-18,Lunch Run,Run,2985,2986,10094.48,311.0,714,51,78.42674,145,173,,
2023-04-19,Morning Ride,Ride,5983,39135,50378.62,441.0,1398,136,90.4,132,163,208,226
2023-04-20,Morning Run,Run,3505,3508,12513.19,174.0,877,56,75.818886,145,167,,
2023-04-21,Afternoon Ride,Ride,4611,5093,19647.53,850.0,728,37,53.349358,118,161,,
2023-04-22,Morning Ride,Ride,5010,5578,25888.78,770.0,792,40,53.23091,117,161,,
2023-04-23,Morning Run,Run,9922,9923,42443.96,46.0,2966,258,96.75234,165,185,,
2023-04-24,Afternoon Ride,Ride,5140,5388,32219.81,812.0,1149,118,90.8,129,151,199,227
2023-04-25,Morning Ride,Ride,9962,10773,45919.33,1716.0,1606,97,58.95183,125,160,,
2023-04-26,Morning Ride,Ride,10338,44400,74829.49,1391.0,2331,243,92.0,128,167,199,230
2023-04-28,Morning Run,Run,3077,3082,10714.3,187.0,769,58,82.32266,149,177,,
2023-04-29,Morning Run,Run,8380,8407,22733.16,1363.0,1887,160,82.778305,152,173,,
2023-04-30,Morning Ride,Ride,12922,13406,90627.99,1726.0,2779,273,87.2,125,154,189,218
2023-05-01,Morning Run,Run,2986,3073,10496.29,163.0,777,35,64.90484,134,156,,
2023-05-02,Evening Ride,Ride,3346,3661,18644.48,671.0,749,84,95.2,119,140,199,238
2023-05-03,Afternoon Ride,Ride,8764,9430,66446.04,1200.0,2007,208,92.4,139,166,203,231
2023-05-04,Lunch Run,Run,3764,5315,13136.85,329.0,973,92,93.75398,162,181,,
2023-05-06,Morning Ride,Ride,19138,25474,131488.84,3011.0,4515,474,94.4,136,171,173,236
2023-05-07,Morning Run,Run,4497,4666,15013.63,513.0,1128,86,82.92734,152,183,,
2023-05-08,Morning Ride,Ride,6235,38722,48639.84,449.0,1358,73,64.922386,130,168,,
2023-05-09,Morning Run,Run,2577,2736,10047.52,67.0,717,64,93.12054,160,185,,
