date,name,type,moving_time_s,elapsed_time_s,distance_m,elevation_m,calories,training_load,intensity,avg_hr,max_hr,avg_power_w,np_w
2024-03-26,Lunch Run,Run,3816,3817,13150.97,311.0,926,77,85.22999,154,174,,
2024-03-27,Morning VirtualRide,VirtualRide,3543,3542,36568.81,,735,76,87.6,,,208,219
2024-03-28,Lunch VirtualRide,VirtualRide,3611,3610,37353.86,,756,78,88.4,,,210,221
2024-03-29,Morning Run,Run,3732,3755,13147.88,315.0,928,75,84.807594,154,176,,
2024-03-29,Lunch Run,Run,2983,3140,9867.25,357.0,666,38,67.3038,134,167,,
2024-03-30,Morning Ride,Ride,15871,17138,115012.16,2315.0,3710,393,94.4,144,185,209,236
2024-03-31,Gazzaniga Running,Run,4300,4301,15144.627,443.0,,117,98.97146,165,185,,
2024-04-01,Gazzaniga Cycling,Ride,6907,7605,32206.633,1415.2001,,77,63.3416,128,160,,
2024-04-02,Lunch Run,Run,4226,4245,14011.59,455.0,1009,51,65.773155,134,161,,
2024-04-03,Morning Run,Run,4729,4731,16008.06,359.0,1131,78,77.04917,147,172,,
2024-04-04,Afternoon Ride,Ride,8532,10093,55442.53,1451.0,2006,217,95.6,134,163,210,239
2024-04-05,Morning Run,Run,2792,2815,10023.0,39.0,717,51,80.774506,150,170,,
2024-04-06,Morning Ride,Ride,13059,14442,101775.48,1716.0,2487,210,76.0,136,170,75,190
2024-04-07,Morning Ride,Ride,10080,11343,68530.94,1592.0,1677,111,62.806995,128,159,,
2024-04-08,Morning Run,Run,2792,2814,10301.77,53.0,724,53,82.35772,151,173,,
2024-04-09,Morning Run,Run,4024,4041,13508.92,217.0,964,82,85.48058,153,176,,
2024-04-10,Morning VirtualRide,VirtualRide,3551,3552,36537.0,,733,76,87.6,,,207,219
2024-04-12,Morning Run,Run,4078,4443,14313.58,141.0,960,53,67.69958,136,165,,
2024-04-13,Morning Run,Run,4255,5035,13751.97,80.0,980,68,74.49673,143,167,,
2024-04-15,Morning Run,Run,10556,10559,42618.0,250.0,2886,286,98.75144,166,185,,
2024-04-17,Morning Ride,Ride,5719,9624,35268.36,295.0,946,52,55.374535,124,156,,
2024-04-19,Lunch Ride,Ride,9675,10406,71631.36,1246.0,1879,128,68.789375,135,164,,
2024-04-20,Morning Ride,Ride,6430,6687,46419.51,535.0,1272,84,68.48231,134,171,,
2024-04-21,Lunch Hike,Hike,2328,2375,2608.39,152.0,276,11,40.850628,102,143,,
2024-04-22,Morning Swim,Swim,2582,2672,1750.0,,454,11,38.86996,103,122,,
2024-04-23,Morning Run,Run,3007,3075,10049.9,298.0,695,49,75.75257,144,168,,
2024-04-24,Morning Ride,Ride,1627,1628,8617.12,252.0,306,14,55.65722,119,152,,
2024-04-26,Afternoon Ride,Ride,3389,3927,18665.43,664.0,566,27,53.55467,120,142,,
2024-04-27,Morning Ride,Ride,7296,7374,37165.14,1331.0,870,41,44.96882,110,145,,
2024-04-29,Morning Ride,Ride,5928,39882,48623.0,395.0,1236,73,66.531784,132,172,,
2024-04-30,Afternoon Ride,Ride,8824,10869,48482.28,1280.0,1648,101,64.10463,129,171,,
2024-05-01,Morning Ride,Ride,10012,11389,77998.61,1554.0,2001,145,72.087555,138,169,,
2024-05-02,Morning Run,Run,2908,3300,10017.57,218.0,672,41,67.67262,138,157,,
2024-05-04,Morning Ride,Ride,16172,16881,110772.46,2701.0,2908,197,66.02838,132,164,,
2024-05-05,Morning Ride,Ride,18276,20371,111030.91,2621.0,3152,239,68.0206,135,175,,
2024-05-06,Morning Ride,Ride,7246,40781,53508.99,596.0,1532,92,67.45425,132,178,,
2024-05-07,Afternoon Run,Run,3919,3998,13105.5,315.0,838,46,64.70784,134,152,,
2024-05-08,Morning Ride,Ride,5943,6263,36250.92,948.0,1113,70,65.117455,131,167,,
2024-05-09,Morning Run,Run,3722,3723,13227.45,172.0,934,76,85.73731,155,174,,
2024-05-09,Afternoon Ride,Ride,4894,5636,26235.27,786.0,801,44,56.792713,122,153,,
2024-05-10,Morning Ride,Ride,8356,42544,62533.46,982.0,1564,91,62.42769,127,165,,
2024-05-11,Morning Ride,Ride,11055,12185,59562.92,2012.0,1973,126,63.989075,130,167,,
2024-05-12,Morning Ride,Ride,19532,23083,137852.64,3214.0,3475,266,69.87293,134,169,,
2024-05-13,Early morning Workout,Workout,61,61,,0.0,1,0,,41,50,,
2024-05-13,Morning Ride,Ride,6942,40313,54075.23,591.0,1329,73,61.342373,126,172,,
2024-05-14,Morning Ride,Ride,6442,6617,42396.59,1194.0,1217,74,63.808517,129,170,,
2024-05-14,Lunch Ride,Ride,3242,3307,18487.09,670.0,583,30,57.655006,124,152,,
2024-05-15,Morning VirtualRide,VirtualRide,4921,4920,51003.95,,1027,107,88.4,,,209,221
2024-05-16,Lunch Ride,Ride,6263,6353,33947.34,1200.0,936,53,55.185966,120,158,,
2024-05-17,Morning Ride,Ride,6790,40138,54202.58,600.0,1321,71,61.25522,127,156,,
2024-05-18,Morning Ride,Ride,19332,23683,154928.98,3205.0,4937,554,101.6,142,170,218,254
2024-05-19,Morning Ride,Ride,7272,8549,37070.93,1357.0,1203,74,60.446835,125,159,,
2024-05-20,Morning Ride,Ride,7103,7264,41125.8,1348.0,1574,185,96.8,143,167,194,242
2024-05-20,Afternoon Hike,Hike,3161,3539,7238.17,379.0,482,24,52.116474,118,148,,
2024-05-21,Morning VirtualRide,VirtualRide,3746,3748,40171.2,,849,86,90.8,,,227,227
2024-05-22,Morning Run,Run,4027,4070,15016.27,11.0,961,58,71.63436,142,155,,
2024-05-22,Evening Run,Run,2713,2747,10008.6,42.0,704,55,84.91459,154,179,,
2024-05-23,Morning Ride,Ride,4606,4645,25182.11,978.0,1068,126,99.2,123,151,207,248
2024-05-23,Lunch Run,Run,3153,3207,10007.16,299.0,641,35,62.690758,132,156,,
2024-05-24,Morning Ride,Ride,3791,37490,34328.64,114.0,794,42,62.78221,126,168,,
2024-05-25,Morning Run,Run,6676,7692,23012.76,388.0,1509,87,67.93662,137,167,,
2024-05-26,Morning Ride,Ride,16199,17876,93098.05,3344.0,3755,443,99.2,129,170,206,248
2024-05-27,Morning Ride,Ride,9107,44011,68348.22,1084.0,1969,198,88.4,136,172,191,221
2024-05-28,Afternoon Ride,Ride,8063,8100,53541.85,1513.0,1951,240,103.6,138,166,217,259
2024-05-29,Morning Run,Run,3939,3940,13506.45,220.0,955,85,88.138916,156,175,,
2024-05-30,Lunch Run,Run,3954,4032,13083.67,317.0,849,49,66.541046,136,152,,
2024-05-31,Lunch Run,Run,4122,4152,15016.67,69.0,992,50,65.850624,136,149,,
2024-06-01,Morning Ride,Ride,24905,34448,169791.4,3319.0,5698,675,98.8,142,181,203,247
2024-06-02,Morning Ride,Ride,13556,14620,94581.55,2003.0,3116,338,94.8,149,176,205,237
2024-06-03,Morning Run,Run,4101,4131,15106.39,180.0,1061,89,88.078766,156,183,,
2024-06-04,Morning Ride,Ride,11157,11637,73989.9,2043.0,2754,325,102.4,139,185,222,256
2024-06-05,Morning Ride,Ride,11332,49962,86281.52,1349.0,2583,281,94.4,129,168,202,236
2024-06-06,Morning Ride,Ride,6647,6809,37133.26,1318.0,1507,166,94.8,139,174,201,237
2024-06-07,Lunch Run,Run,3756,3757,13157.52,209.0,870,50,69.22667,138,155,,
2024-06-08,Morning Ride,Ride,20204,21734,136957.67,3373.0,4766,539,98.0,137,171,210,245
2024-06-09,Morning Ride,Ride,15154,17672,109966.07,2343.0,3619,421,100.0,136,163,213,250
2024-06-10,Morning Ride,Ride,9666,45306,70350.46,1305.0,2184,243,95.2,131,163,201,238
2024-06-12,Morning Ride,Ride,6884,41601,54629.67,562.0,1802,119,78.823845,142,185,,
2024-06-13,Morning Ride,Ride,7224,26029,58130.28,587.0,1962,146,85.2508,149,185,,
2024-06-14,Morning Ride,Ride,10831,11057,77089.66,1687.0,2590,296,99.2,141,171,214,248
2024-06-15,Morning Ride,Ride,6137,7876,25403.97,1111.0,1312,86,70.074165,135,177,,
2024-06-16,Morning Ride,Ride,17896,27163,136366.75,3112.0,4365,550,105.2,134,178,210,263
2024-06-17,Morning Ride,Ride,7592,43539,58839.25,938.0,1616,97,67.811264,133,174,,
2024-06-18,Morning Ride,Ride,8489,8912,58872.24,1450.0,1768,118,70.681564,138,168,,
2024-06-19,Morning Run,Run,4127,4558,15017.56,39.0,965,54,67.120895,137,154,,
2024-06-20,Morning Run,Run,4120,4317,15018.44,50.0,1003,73,78.322754,147,179,,
2024-06-21,Lunch Ride,Ride,7338,8091,28119.56,1324.0,1357,81,62.765244,129,162,,
2024-06-22,Morning Ride,Ride,20007,21896,120047.96,4002.0,3538,248,66.67828,133,171,,
2024-06-23,Evening VirtualRide,VirtualRide,4324,4323,45102.89,,916,95,88.8,,,212,222
2024-06-24,Morning Ride,Ride,10474,41562,62883.17,1109.0,1951,96,57.310966,121,163,,
2024-06-25,Morning Ride,Ride,9078,9654,53497.04,1724.0,2076,230,95.6,125,165,204,239
2024-06-26,Morning Ride,Ride,6817,7558,41296.92,1287.0,1588,183,98.4,132,168,208,246
2024-06-27,Morning Run,Run,2890,2983,11035.93,12.0,730,54,81.775955,149,178,,
2024-06-28,Morning Ride,Ride,5129,5355,35574.64,823.0,1171,129,95.2,131,161,201,238
2024-06-29,Morning Ride,Ride,18769,22383,135278.03,3354.0,4603,555,103.2,141,176,220,258
2024-06-30,Morning Ride,Ride,12820,15377,83568.55,2114.0,2823,320,94.8,126,156,195,237
2024-07-02,Morning Ride,Ride,19187,23315,121260.63,3776.0,4518,499,96.8,142,185,211,242
2024-07-03,Morning Ride,Ride,6862,7695,31438.6,1242.0,1240,71,60.535248,127,163,,
2024-07-04,Afternoon Ride,Ride,8136,10816,32770.38,1326.0,1302,70,54.755962,122,155,,
2024-07-05,Morning Ride,Ride,7998,8107,55205.11,1472.0,1865,206,96.4,137,168,208,241
2024-07-06,Morning Ride,Ride,2773,3191,14598.62,494.0,581,53,83.2,125,154,184,208
2024-07-07,Morning Ride,Ride,19318,19391,135817.7,4532.0,5116,598,105.6,146,178,240,264
2024-07-08,Evening Ride,Ride,3411,3629,19108.0,679.0,602,30,56.22804,120,143,,
2024-07-10,Morning Run,Run,3405,3618,11315.16,222.0,765,50,72.43124,141,171,,
2024-07-11,Afternoon Ride,Ride,8480,9389,61893.37,1004.0,1476,89,61.30185,127,164,,
2024-07-13,Morning Ride,Ride,17154,24772,126545.52,1129.0,2780,215,67.2,130,171,137,168
2024-07-14,Morning Ride,Ride,9877,10194,69457.85,1342.0,2057,203,86.0,144,185,183,215
2024-07-15,Morning Ride,Ride,6787,40543,56438.68,527.0,1533,86,67.361664,134,174,,
2024-07-16,Morning Run,Run,3427,3428,12008.18,209.0,801,53,74.61603,144,165,,
2024-07-17,Morning Ride,Ride,6326,6376,36606.85,1046.0,1238,87,70.26342,137,176,,
2024-07-18,Afternoon Ride,Ride,11641,14081,72653.58,1481.0,2003,125,60.971077,129,174,,
2024-07-19,Morning Ride,Ride,6692,40534,54290.72,550.0,1435,79,65.09368,132,178,,
2024-07-20,Morning Ride,Ride,17718,21725,96294.15,2021.0,3094,196,61.927303,130,170,,
2024-07-21,Morning Ride,Ride,11257,12105,70940.03,1683.0,2178,137,65.84119,134,164,,
2024-07-22,Afternoon Run,Run,3938,3976,13130.05,311.0,874,54,70.20688,138,170,,
2024-07-23,Morning Ride,Ride,8600,9115,46941.16,1495.0,1756,107,66.77462,131,157,,
2024-07-24,Morning Run,Run,3925,3961,13390.96,210.0,946,100,95.34626,161,180,,
2024-07-24,Evening Hike,Hike,10055,16134,10722.71,853.0,797,24,28.30131,89,125,,
2024-07-25,Lunch Ride,Ride,5102,5103,33897.32,796.0,1024,58,63.97275,130,158,,
2024-07-26,Morning Ride,Ride,6564,41704,53606.19,517.0,1455,80,66.198395,133,168,,
2024-07-27,Morning Ride,Ride,24858,28895,152239.0,4176.0,4437,326,68.70006,136,161,,
2024-07-28,Morning Ride,Ride,14658,23655,92635.78,2458.0,2919,171,64.52876,129,161,,
2024-07-29,Morning Ride,Ride,6700,40430,54652.21,510.0,1289,67,59.795086,125,167,,
2024-07-30,Morning Ride,Ride,4333,4704,22879.26,765.0,742,39,56.923187,122,152,,
2024-07-31,Evening WeightTraining,WeightTraining,5949,5949,,,278,7,20.58502,73,118,,
2024-08-01,Afternoon Ride,Ride,8616,9706,52253.55,1125.0,1493,85,59.12651,125,159,,
2024-08-02,Lunch Ride,Ride,5242,5319,33098.4,916.0,1044,64,66.28418,130,161,,
2024-08-03,Lunch OpenWaterSwim,OpenWaterSwim,1620,2567,1000.51,,193,8,41.995537,106,122,,
2024-08-04,Morning Ride,Ride,7863,8805,47190.37,939.0,1439,91,62.28706,131,158,,
2024-08-05,Afternoon Ride,Ride,8463,9154,46600.85,1526.0,1830,134,75.365585,139,173,,
2024-08-06,Afternoon Ride,Ride,5356,6897,46630.08,586.0,1335,155,102.0,133,170,225,255
2024-08-07,Lunch Ride,Ride,3955,4848,18750.48,696.0,781,42,59.90025,129,154,,
2024-08-08,Morning Run,Run,3866,3879,13500.66,207.0,903,76,83.99514,152,179,,
2024-08-09,Morning Ride,Ride,26274,28748,177007.0,4000.0,6057,596,90.4,141,177,203,226
2024-08-10,Morning Ride,Ride,22224,25804,180399.45,2812.0,4823,496,89.6,129,176,192,224
2024-08-11,Morning Hike,Hike,9088,10885,9898.06,1228.0,931,44,41.02387,101,146,,
2024-08-12,Morning Ride,Ride,9899,10255,66184.14,1652.0,2121,229,91.2,130,159,188,228
2024-08-13,Evening Ride,Ride,7069,8111,54172.61,661.0,1284,67,58.379993,123,162,,
2024-08-14,Evening Hike,Hike,6500,11706,8081.07,344.0,525,20,32.601955,89,135,,
2024-08-15,Morning Ride,Ride,9703,10287,56762.26,1850.0,1761,113,64.68968,130,159,,
2024-08-17,Morning Ride,Ride,21375,28421,163981.84,1674.0,4426,391,81.2,144,174,182,203
2024-08-18,Morning Ride,Ride,13847,16856,105053.06,1066.0,2592,220,75.6,141,173,161,189
2024-08-19,Morning Ride,Ride,19836,34059,152075.0,1733.0,4042,360,80.8,147,176,179,202
2024-08-21,Morning Ride,Ride,13510,17269,99753.79,1413.0,2645,250,81.6,142,169,169,204
2024-08-22,Morning Ride,Ride,15030,17831,119023.79,1359.0,2821,246,76.8,138,166,162,192
2024-08-23,Morning Ride,Ride,14642,20449,108180.31,1584.0,3174,152,61.2,133,168,38,153
2024-08-24,Morning Ride,Ride,5116,5117,39003.42,292.0,1186,68,69.17361,136,163,,
2024-08-28,Morning Ride,Ride,6487,40434,53701.91,524.0,1731,117,80.492256,145,170,,
2024-08-29,Morning Run,Run,3832,3853,13243.16,214.0,934,83,88.07388,156,180,,
2024-08-29,Night AlpineSki,AlpineSki,2603,3437,2709.55,3.0,365,13,37.08446,105,139,,
2024-08-30,Morning Ride,Ride,6394,40724,53366.94,532.0,1584,92,71.635895,137,170,,
2024-08-31,Morning Ride,Ride,8588,10376,45172.76,1537.0,1864,125,72.374306,135,170,,
2024-09-01,Morning Run,Run,5530,5590,18011.27,232.0,1319,138,94.28091,162,181,,
2024-09-02,Morning Ride,Ride,6452,41160,53528.21,541.0,1572,88,70.03959,136,176,,
2024-09-03,Morning Run,Run,3832,3837,13014.42,220.0,881,57,73.13906,142,168,,
2024-09-04,Evening VirtualRide,VirtualRide,4488,4490,47350.75,,985,105,91.6,,,220,229
2024-09-05,Morning VirtualRide,VirtualRide,4624,4623,48560.45,,996,104,90.0,,,216,225
2024-09-06,Morning Ride,Ride,6532,40789,53536.28,509.0,1522,82,67.09738,134,170,,
2024-09-07,Lunch Ride,Ride,8788,9104,58592.42,1405.0,1783,122,70.54623,137,160,,
2024-09-08,Morning Run,Run,3965,5265,14018.14,39.0,977,67,77.61428,147,169,,
2024-09-09,Lunch Run,Run,4026,4432,13183.23,321.0,1022,72,77.13892,150,166,,
2024-09-10,Morning Run,Run,3777,3783,13005.0,222.0,903,58,74.30268,144,169,,
2024-09-11,Morning Ride,Ride,6615,39366,53674.21,535.0,1577,84,67.59191,134,169,,
2024-09-12,Afternoon Run,Run,5809,5810,18502.91,676.0,1359,124,87.662,157,172,,
2024-09-14,Morning Run,Run,6596,7263,23009.34,375.0,1640,155,91.851234,160,185,,
2024-09-15,Morning Ride,Ride,8988,22638,46869.95,1592.0,1857,94,61.112087,127,159,,
2024-09-16,Morning Ride,Ride,6324,40241,53476.31,554.0,1720,107,77.72038,143,171,,
2024-09-17,Morning Run,Run,3956,4015,15031.78,65.0,1050,95,92.7332,161,179,,
2024-09-18,Lunch Ride,Ride,5100,5470,33735.61,798.0,857,49,58.48017,122,161,,
2024-09-19,Lunch Run,Run,4075,4096,14010.19,326.0,973,75,81.19979,150,169,,
2024-09-20,Early morning VirtualRide,VirtualRide,423,424,3937.56,,72,6,69.6,,,172,174
2024-09-20,Morning VirtualRide,VirtualRide,4305,4306,45177.88,,922,88,85.6,,,214,214
2024-09-21,Morning Ride,Ride,8896,9149,64625.81,1307.0,1933,137,74.43756,141,173,,
2024-09-22,Morning Run,Run,11122,11136,24151.93,1539.0,2145,198,80.00898,148,176,,
2024-09-23,Lunch Ride,Ride,4857,4856,33785.8,792.0,1176,130,98.0,135,166,218,245
2024-09-24,Morning VirtualRide,VirtualRide,4330,4332,44021.89,,852,75,78.8,,,197,197
2024-09-25,Morning Run,Run,3789,3881,14060.74,31.0,949,72,81.73379,150,174,,
2024-09-26,Morning Run,Run,3672,3787,14018.59,223.0,948,76,85.6568,154,177,,
2024-09-27,Afternoon Ride,Ride,7109,7108,50405.06,1131.0,1683,187,97.2,135,171,211,243
2024-09-28,Morning Run,Run,5885,6620,21119.46,257.0,1495,142,92.980415,160,181,,
2024-09-28,Morning Hike,Hike,3715,4829,5291.99,383.0,410,22,45.950375,105,161,,
2024-09-29,Morning Ride,Ride,12054,13910,87884.66,1942.0,2871,311,96.4,137,169,214,241
2024-09-30,Morning Ride,Ride,6730,40634,53733.08,551.0,1211,58,55.584812,121,155,,
2024-10-01,Morning Run,Run,4623,4663,16118.44,228.0,1131,89,82.90107,150,180,,
2024-10-02,Evening Run,Run,4613,6193,17013.13,68.0,1179,94,85.390465,153,178,,
2024-10-03,Afternoon VirtualRide,VirtualRide,4324,4323,45125.67,,905,84,83.6,,,210,209
2024-10-04,Lunch Run,Run,3893,3954,13159.13,319.0,894,59,73.64715,142,169,,
2024-10-05,Morning VirtualRide,VirtualRide,7203,7202,75055.12,,1508,140,83.6,,,209,209
2024-10-05,Afternoon Run,Run,3613,3619,15567.34,3.0,1062,92,95.677734,163,179,,
2024-10-06,Morning Run,Run,4343,4425,15010.75,339.0,1090,105,93.27194,161,185,,
2024-10-07,Morning Run,Run,4267,4465,15018.25,271.0,1021,69,76.0757,144,174,,
2024-10-08,Lunch VirtualRide,VirtualRide,4267,4266,45036.17,,923,89,86.8,,,217,217
2024-10-09,Morning VirtualRide,VirtualRide,4235,4234,45030.64,,938,93,88.8,,,222,222
2024-10-10,Afternoon Run,Run,4551,4606,15016.71,472.0,1066,78,78.0879,148,166,,
2024-10-11,Afternoon Ride,Ride,5581,5685,34310.31,1040.0,1314,156,100.4,142,174,210,251
2024-10-12,Morning Ride,Ride,13809,16899,85269.81,2482.0,3093,333,93.2,130,166,197,233
2024-10-13,Morning Run,Run,5923,5930,21104.24,275.0,1487,142,92.85487,160,182,,
2024-10-14,Afternoon Ride,Ride,5784,5820,35233.69,904.0,1199,71,66.27599,135,164,,
2024-10-15,Morning Run,Run,4000,4054,14253.07,220.0,981,75,81.61943,150,172,,
2024-10-15,Night Ride,Ride,2498,2500,22581.3,37.0,606,33,68.96234,128,162,,
2024-10-16,Morning Run,Run,3879,3912,14517.48,63.0,999,64,76.75335,146,170,,
2024-10-17,Morning Ride,Ride,6444,6526,36826.86,1076.0,1203,70,62.303295,131,158,,
2024-10-18,Afternoon Run,Run,4483,4503,15017.81,483.0,1126,117,96.7256,164,185,,
2024-10-19,Morning Ride,Ride,8785,9992,63694.5,1283.0,2104,236,98.4,134,160,214,246
2024-10-20,Morning Run,Run,7079,7254,20222.64,1063.0,1579,126,79.63288,148,180,,
2024-10-21,Morning Run,Run,3101,3149,11068.37,153.0,733,56,80.025406,149,167,,
2024-10-22,Morning Run,Run,4659,4676,16273.71,225.0,1136,93,84.62563,153,181,,
2024-10-22,Evening Yoga,Yoga,368,1093,,,11,0,,63,78,,
2024-10-23,Morning Run,Run,3663,4013,13321.98,232.0,919,64,79.05051,149,169,,
2024-10-24,Morning Run,Run,3623,3739,13013.82,230.0,878,69,82.710884,152,170,,
2024-10-25,Morning Ride,Ride,6322,6434,43423.27,786.0,1402,85,69.2386,136,167,,
2024-10-26,Morning Run,Run,9520,10299,31812.36,800.0,2166,159,77.29778,146,171,,
2024-10-27,Morning Hike,Hike,8555,8794,15017.09,1031.0,1051,60,50.066685,110,172,,
2024-10-27,Afternoon Ride,Ride,6845,6844,42014.47,1178.0,1570,167,93.6,138,164,205,234
2024-10-28,Lunch Run,Run,3998,4004,15017.68,70.0,1008,73,81.025154,151,168,,
2024-10-29,Morning Ride,Ride,3979,4344,24257.86,520.0,901,50,65.83476,135,165,,
2024-10-30,Evening Run,Run,4493,9535,16012.43,221.0,1090,76,77.67288,146,180,,
2024-10-31,Afternoon Ride,Ride,9872,10154,68539.77,1373.0,1775,125,67.193,135,174,,
2024-11-01,Morning Run,Run,5881,5927,21113.83,175.0,1376,74,67.04807,137,160,,
2024-11-02,Morning Ride,Ride,16091,17823,112181.37,2331.0,3834,402,94.8,137,164,213,237
2024-11-03,Morning Run,Run,4958,4964,15907.87,71.0,1148,102,86.01599,153,179,,
2024-11-04,Morning Run,Run,2260,2261,9012.14,8.0,606,50,89.24462,157,174,,
2024-11-04,Lunch Run,Run,2566,2574,10021.26,45.0,684,42,76.65774,146,165,,
2024-11-05,Morning Ride,Ride,2552,2827,22851.21,42.0,651,42,76.58337,134,180,,
2024-11-05,Lunch Run,Run,3894,3933,15086.05,62.0,1055,107,98.97748,167,182,,
2024-11-06,Afternoon Ride,Ride,7993,15892,53693.94,916.0,1578,79,59.479015,127,152,,
2024-11-07,Afternoon Run,Run,4179,4430,15058.0,265.0,992,57,69.82311,138,171,,
2024-11-08,Morning Run,Run,4120,4157,15018.55,183.0,1118,115,99.80732,165,185,,
2024-11-09,Morning Ride,Ride,17532,18871,130118.27,2548.0,4151,449,96.0,144,177,212,240
2024-11-10,Morning Run,Run,10936,11907,42239.96,205.0,2908,281,95.97186,163,183,,
2024-11-11,Lunch Ride,Ride,6537,6617,44681.66,758.0,1204,72,62.868313,129,163,,
2024-11-12,Morning Run,Run,4143,4538,15011.62,271.0,1021,67,75.682594,145,166,,
2024-11-13,Evening Run,Run,5240,11852,20020.87,184.0,1250,81,73.93793,140,180,,
2024-11-14,Morning Run,Run,4940,5769,18016.98,275.0,1246,92,81.43684,150,185,,
2024-11-15,Morning Ride,Ride,6770,6955,42186.31,1211.0,1572,175,96.4,133,165,206,241
2024-11-16,Morning Run,Run,6563,6627,22089.13,651.0,1669,174,97.473,165,185,,
2024-11-17,Morning Ride,Ride,12016,14388,67789.34,2190.0,2791,308,96.0,140,176,207,240
2024-11-18,Lunch Ride,Ride,5844,6169,36527.63,910.0,1076,64,62.714294,129,162,,
2024-11-19,Morning Run,Run,4195,4198,14648.55,228.0,1037,74,79.67052,149,169,,
2024-11-19,Lunch Ride,Ride,2642,2644,22575.97,68.0,576,27,60.655018,125,153,,
2024-11-20,Lunch Run,Run,3664,3665,15021.81,116.0,1037,102,100.10911,167,181,,
2024-11-21,Lunch Ride,Ride,6128,6315,42743.35,739.0,1225,75,66.31285,133,157,,
2024-11-22,Morning Run,Run,4134,4235,15034.54,274.0,1040,75,80.621086,150,175,,
2024-11-23,Morning VirtualRide,VirtualRide,7247,7246,76021.79,,1541,146,85.2,,,213,213
2024-11-24,Morning Run,Run,4563,4566,21440.67,34.0,1355,126,99.68186,164,180,,
2024-11-25,Morning Run,Run,4130,4232,15035.39,269.0,1044,82,84.07714,153,176,,
2024-11-26,Morning Run,Run,3891,3893,14157.74,226.0,983,60,74.497284,144,164,,
2024-11-27,Morning Run,Run,4527,4908,17241.22,232.0,1189,86,82.33509,151,171,,
2024-11-28,Morning Run,Run,2725,2739,10162.42,82.0,555,32,64.86487,135,143,,
2024-11-29,Lunch Ride,Ride,6563,6627,42070.81,1222.0,1676,191,102.4,136,165,231,256
2024-11-30,Morning BackcountrySki,BackcountrySki,10802,13563,16695.7,1766.0,973,34,32.900146,95,120,,
2024-12-01,Morning Run,Run,5376,5408,23015.08,55.0,1419,140,96.824585,164,185,,
2024-12-02,Morning VirtualRide,VirtualRide,4260,4260,45042.48,,932,91,87.6,,,219,219
2024-12-02,Morning Run,Run,2827,3295,10294.23,141.0,783,85,102.22925,168,185,,
2024-12-04,Morning Run,Run,5535,6794,21140.82,49.0,1423,96,78.488396,148,165,,
2024-12-06,Morning Run,Run,4253,4301,16006.37,248.0,1072,62,72.04649,142,160,,
2024-12-07,Morning Ride,Ride,10121,11376,48247.88,1355.0,2140,139,69.84371,135,179,,
2024-12-08,Morning Run,Run,7158,7574,27017.97,442.0,1790,115,76.01904,145,168,,
2024-12-09,Morning Run,Run,4137,4352,15010.62,269.0,1111,106,95.60397,163,185,,
2024-12-10,Lunch Run,Run,4092,4682,13064.55,577.0,924,71,78.83173,148,170,,
2024-12-11,Morning VirtualRide,VirtualRide,4801,4800,50607.34,,1030,98,85.6,,,215,214
2024-12-12,Lunch Run,Run,2791,2997,12010.22,41.0,809,75,97.93607,163,185,,
2024-12-14,Morning Run,Run,2891,4767,10807.7,26.0,727,51,77.48499,145,171,,
2024-12-15,🥘 (Malaga Marathon 2024),Run,9598,9599,42409.12,125.0,2851,267,100.07291,169,185,,
2024-12-16,🏊🏼‍♂️ (Back at it),Swim,2701,2780,2225.0,,445,23,55.244656,122,149,,
2024-12-17,🐷 (Porcate a Malaga),Run,4862,5937,12802.54,468.0,930,60,64.58087,133,170,,
2024-12-18,🍛 (Fight for Dahl),VirtualRide,4804,4803,50597.08,,1030,98,85.6,,,215,214
2024-12-19,🇮🇳 (Indiano e Cena Aziendale),Swim,2676,2693,2300.0,,460,18,49.062534,117,129,,
2024-12-19,✌🏼(Doppietta Giulietta),Run,2432,2437,10009.36,52.0,682,68,100.246,167,181,,
2024-12-20,🇧🇪 (Virtual Ardennes),VirtualRide,4641,4640,38883.76,394.0,1014,114,94.0,0,0,219,235
2024-12-20,🗻 (Real Alps),Run,2938,3840,10014.62,366.0,710,57,83.52975,151,175,,
2024-12-21,⛰️(Cervinia Viking Ski Team),AlpineSki,14831,24468,76181.08,7172.0,610,5,9.46768,60,96,,
2024-12-22,🥶 (Con Altura Cervinia 3400),BackcountrySki,9025,10713,15968.46,1377.0,952,46,42.628445,104,140,,
2024-12-23,🔋(Pila Recharge),BackcountrySki,3741,8128,6524.07,624.0,240,5,21.66192,81,100,,
2024-12-23,🏰(Aosta Castle),Run,3690,4140,14013.42,101.0,940,51,69.26392,139,162,,
2024-12-24,🎄(Back to my loop),Run,4189,4229,15013.92,360.0,1092,103,93.99406,159,185,,
2024-12-24,🍪 (Christmas Eve Sunset),Hike,7190,8933,11307.1,689.0,1032,48,47.52087,113,156,,
2024-12-25,🌲(Merry Xmas Run),Run,4685,6835,13528.02,644.0,1057,72,73.23338,142,164,,
2024-12-26,8️⃣ (Octane Blue),Ride,8952,9653,63828.94,1348.0,2312,265,103.2,146,177,233,258
2024-12-27,🫗 (Empty Run),Run,4336,4366,15008.06,323.0,1079,98,89.90258,156,185,,
2024-12-28,🩷(Val Roseg),Hike,7191,10718,14455.89,261.0,874,37,42.263947,105,148,,
